category,month,total_sales,total_profit
Furniture,Sep,186533.0,31182.0
Furniture,Oct,174739.0,32423.0
Furniture,Mar,211731.0,38868.0
Office Supplies,Feb,493753.0,86932.0
Technology,Jul,181996.0,32152.0
Office Supplies,Dec,548098.0,95176.0
Furniture,Aug,171949.0,30896.0
Office Supplies,Jul,490871.0,90225.0
Office Supplies,Jun,463799.0,85548.0
Technology,Sep,159156.0,28503.0
Technology,Dec,214729.0,37770.0
Technology,Jun,200156.0,36398.0
Office Supplies,Jan,542501.0,93864.0
Technology,Aug,181959.0,31868.0
Technology,Oct,229464.0,39228.0
Technology,Jan,181949.0,33311.0
Office Supplies,Mar,545694.0,92322.0
Office Supplies,Aug,476144.0,84782.0
Office Supplies,Sep,478720.0,85323.0
Office Supplies,Oct,535881.0,94916.0
Furniture,Nov,171450.0,29006.0
Office Supplies,Nov,472686.0,80547.0
Technology,May,175734.0,29477.0
Furniture,Feb,141899.0,26478.0
Office Supplies,Apr,481351.0,85444.0
Furniture,Jan,169020.0,29437.0
Furniture,Jun,162516.0,26951.0
Technology,Nov,200136.0,34883.0
Technology,Mar,161115.0,27304.0
Technology,Feb,155400.0,26252.0
Furniture,Apr,191188.0,34074.0
Technology,Apr,216662.0,36700.0
Furniture,Dec,176847.0,31570.0
Office Supplies,May,529282.0,93887.0
Furniture,Jul,144747.0,25381.0
Furniture,May,170304.0,31629.0
