category,month,total_sales,total_profit
Furniture,Sep,260164.0,45306.0
Furniture,Oct,247732.0,44335.0
Furniture,Mar,281464.0,51680.0
Office Supplies,Feb,676994.0,121074.0
Technology,Jul,263248.0,45523.0
Office Supplies,Dec,741679.0,129135.0
Furniture,Aug,240581.0,43562.0
Office Supplies,Jul,685503.0,124510.0
Office Supplies,Jun,652861.0,119302.0
Technology,Sep,232980.0,41981.0
Technology,Dec,310207.0,55535.0
Technology,Jun,264813.0,48618.0
Office Supplies,Jan,763822.0,132748.0
Technology,Aug,239610.0,42227.0
Technology,Oct,303766.0,51490.0
Technology,Jan,256914.0,45505.0
Office Supplies,Mar,750159.0,126019.0
Office Supplies,Aug,664669.0,116741.0
Office Supplies,Sep,653693.0,116447.0
Office Supplies,Oct,746972.0,130776.0
Furniture,Nov,227047.0,39256.0
Office Supplies,Nov,687761.0,116834.0
Technology,May,240161.0,40997.0
Furniture,Feb,228353.0,42746.0
Office Supplies,Apr,698313.0,122742.0
Furniture,Jan,235280.0,41347.0
Furniture,Jun,218808.0,38185.0
Technology,Nov,271383.0,48603.0
Technology,Mar,213068.0,36870.0
Technology,Feb,223113.0,36364.0
Furniture,Apr,245908.0,43684.0
Technology,Apr,315770.0,53884.0
Furniture,Dec,275548.0,50167.0
Office Supplies,May,758856.0,135866.0
Furniture,Jul,222345.0,38018.0
Furniture,May,232627.0,42716.0
