category,month,total_sales,total_profit
Furniture,Sep,238126.0,41127.0
Furniture,Oct,214834.0,39408.0
Furniture,Mar,267671.0,48980.0
Office Supplies,Feb,612729.0,109136.0
Technology,Jul,236964.0,40641.0
Office Supplies,Dec,677052.0,117787.0
Furniture,Aug,222412.0,40656.0
Office Supplies,Jul,617108.0,112303.0
Office Supplies,Jun,596857.0,109082.0
Technology,Sep,203056.0,36786.0
Technology,Dec,292566.0,52290.0
Technology,Jun,242683.0,44396.0
Office Supplies,Jan,688879.0,118927.0
Technology,Aug,218105.0,38312.0
Technology,Oct,264390.0,45153.0
Technology,Jan,227016.0,41186.0
Office Supplies,Mar,670819.0,112976.0
Office Supplies,Aug,602901.0,106191.0
Office Supplies,Sep,597852.0,106511.0
Office Supplies,Oct,675560.0,118468.0
Furniture,Nov,208516.0,35993.0
Office Supplies,Nov,603266.0,102697.0
Technology,May,217102.0,36692.0
Furniture,Feb,175939.0,32725.0
Office Supplies,Apr,633669.0,110652.0
Furniture,Jan,214601.0,37488.0
Furniture,Jun,202993.0,35196.0
Technology,Nov,252917.0,45487.0
Technology,Mar,195251.0,33605.0
Technology,Feb,203659.0,33321.0
Furniture,Apr,223269.0,39864.0
Technology,Apr,282413.0,48452.0
Furniture,Dec,253717.0,46461.0
Office Supplies,May,699149.0,125506.0
Furniture,Jul,194276.0,34334.0
Furniture,May,213119.0,39467.0
