region,month_name,total_sales
South,Mar,192747.0
South,Jan,176476.0
East,Apr,297826.0
East,Nov,269470.0
Central,May,213519.0
East,Mar,277410.0
Central,Oct,200485.0
South,Nov,174017.0
Central,Apr,214910.0
South,Jul,118569.0
Central,Mar,232948.0
East,Jan,282111.0
West,Apr,294626.0
East,Sep,244751.0
South,Sep,172707.0
West,Aug,245176.0
Central,Nov,194138.0
South,Feb,170054.0
West,Mar,275401.0
South,Dec,187081.0
East,Feb,261197.0
West,Dec,339089.0
West,Sep,278875.0
Central,Sep,198698.0
South,Aug,167992.0
East,Jun,255362.0
West,Jan,302344.0
South,Apr,164157.0
Central,Dec,219719.0
West,Oct,278382.0
Central,Jun,206708.0
Central,Aug,219168.0
East,Oct,332534.0
West,Jun,286829.0
West,Jul,290595.0
West,Nov,284347.0
East,Dec,288963.0
South,Jun,156933.0
East,Jul,268693.0
East,May,271468.0
South,Oct,203222.0
Central,Jul,219728.0
Central,Jan,206897.0
East,Aug,261159.0
Central,Feb,223761.0
South,May,193784.0
West,May,275709.0
West,Feb,196749.0
