region,month_name,total_sales
South,Mar,197578.0
South,Jan,181856.0
East,Apr,307408.0
East,Nov,281672.0
Central,May,227030.0
East,Mar,285516.0
Central,Oct,213399.0
South,Nov,177629.0
Central,Apr,228303.0
South,Jul,126320.0
Central,Mar,253205.0
East,Jan,296330.0
West,Apr,313582.0
East,Sep,255362.0
South,Sep,177334.0
West,Aug,258575.0
Central,Nov,204788.0
South,Feb,173954.0
West,Mar,288314.0
South,Dec,194852.0
East,Feb,283165.0
West,Dec,369796.0
West,Sep,290199.0
Central,Sep,206529.0
South,Aug,178017.0
East,Jun,266931.0
West,Jan,320869.0
South,Apr,174409.0
Central,Dec,234494.0
West,Oct,292471.0
Central,Jun,211448.0
Central,Aug,240870.0
East,Oct,342805.0
West,Jun,296500.0
West,Jul,303631.0
West,Nov,305536.0
East,Dec,312118.0
South,Jun,172181.0
East,Jul,285733.0
East,May,294740.0
South,Oct,209746.0
Central,Jul,229574.0
Central,Jan,217418.0
East,Aug,268025.0
Central,Feb,233469.0
South,May,201573.0
West,May,284417.0
West,Feb,204801.0
