category,month,total_sales,total_profit
Furniture,Sep,163944.0,27014.0
Furniture,Oct,155274.0,29075.0
Furniture,Mar,190200.0,35272.0
Office Supplies,Feb,414736.0,73909.0
Technology,Jul,155326.0,27530.0
Office Supplies,Dec,479066.0,83091.0
Furniture,Aug,150296.0,27009.0
Office Supplies,Jul,395984.0,73218.0
Office Supplies,Jun,374243.0,67810.0
Technology,Sep,122115.0,22001.0
Technology,Dec,176322.0,30674.0
Technology,Jun,171899.0,31579.0
Office Supplies,Jan,444594.0,78213.0
Technology,Aug,151735.0,26187.0
Technology,Oct,192254.0,31496.0
Technology,Jan,157854.0,29161.0
Office Supplies,Mar,448522.0,74383.0
Office Supplies,Aug,400942.0,71850.0
Office Supplies,Sep,390833.0,68059.0
Office Supplies,Oct,457103.0,79510.0
Furniture,Nov,149056.0,25042.0
Office Supplies,Nov,403104.0,67363.0
Technology,May,151647.0,25155.0
Furniture,Feb,122978.0,23240.0
Office Supplies,Apr,393057.0,68164.0
Furniture,Jan,145845.0,25489.0
Furniture,Jun,111678.0,19181.0
Technology,Nov,173714.0,30100.0
Technology,Mar,136545.0,23481.0
Technology,Feb,134248.0,22429.0
Furniture,Apr,155821.0,27377.0
Technology,Apr,168946.0,29047.0
Furniture,Dec,154350.0,27870.0
Office Supplies,May,443341.0,79233.0
Furniture,Jul,122030.0,21396.0
Furniture,May,147703.0,27782.0
