region,month_name,total_sales
South,Mar,178435.0
South,Jan,144026.0
East,Apr,246840.0
East,Nov,234675.0
Central,May,195471.0
East,Mar,242631.0
Central,Oct,178744.0
South,Nov,141148.0
Central,Apr,196976.0
South,Jul,102796.0
Central,Mar,217347.0
East,Jan,255045.0
West,Apr,247068.0
East,Sep,215874.0
South,Sep,152498.0
West,Aug,218482.0
Central,Nov,172583.0
South,Feb,155757.0
West,Mar,247549.0
South,Dec,168404.0
East,Feb,226464.0
West,Dec,290342.0
West,Sep,230572.0
Central,Sep,183613.0
South,Aug,146464.0
East,Jun,208717.0
West,Jan,260322.0
South,Apr,137847.0
Central,Dec,189170.0
West,Oct,250436.0
Central,Jun,172801.0
Central,Aug,193839.0
East,Oct,292451.0
West,Jun,243366.0
West,Jul,236685.0
West,Nov,248869.0
East,Dec,253442.0
South,Jun,134216.0
East,Jul,219929.0
East,May,244145.0
South,Oct,175537.0
Central,Jul,196167.0
Central,Jan,176086.0
East,Aug,232056.0
Central,Feb,192142.0
South,May,166965.0
West,May,227946.0
West,Feb,172587.0
