state,total_sales,total_customers
Alabama,86793.0,60
Arizona,395899.0,155
Arkansas,58497.0,8
California,2730132.0,1052
Colorado,335974.0,132
Connecticut,93065.0,38
Delaware,106675.0,41
District of Columbia,7388.0,3
Florida,485268.0,166
Georgia,230262.0,126
Illinois,652015.0,271
Indiana,168472.0,69
Iowa,32736.0,22
Kansas,39692.0,7
Kentucky,316323.0,77
Louisiana,74825.0,43
Maryland,45959.0,22
Massachusetts,175044.0,72
Michigan,298389.0,106
Minnesota,234218.0,73
Mississippi,79959.0,35
Missouri,89977.0,44
Nebraska,8416.0,10
Nevada,25491.0,18
New Hampshire,28674.0,14
New Jersey,220015.0,78
New Mexico,15388.0,18
New York,1399503.0,544
North Carolina,418007.0,208
Ohio,656283.0,249
Oklahoma,60194.0,23
Oregon,54549.0,14
Pennsylvania,768348.0,318
Rhode Island,67730.0,24
South Dakota,15178.0,6
Tennessee,205739.0,79
Texas,1339824.0,511
Utah,95049.0,36
Virginia,274099.0,100
Washington,625076.0,251
Wisconsin,103577.0,52
