state,total_sales,total_customers
Alabama,43284.0,6
Arizona,245796.0,26
Arkansas,53913.0,3
California,1809484.0,210
Colorado,222117.0,30
Connecticut,69682.0,6
Delaware,68683.0,7
District of Columbia,5512.0,1
Florida,364261.0,45
Georgia,109611.0,14
Illinois,406214.0,48
Indiana,108454.0,12
Iowa,11887.0,2
Kansas,34823.0,3
Kentucky,242434.0,23
Louisiana,43242.0,6
Maryland,20461.0,2
Massachusetts,113998.0,13
Michigan,186395.0,20
Minnesota,157497.0,17
Mississippi,56221.0,6
Missouri,54659.0,9
Nebraska,520.0,1
Nevada,11786.0,4
New Hampshire,22321.0,3
New Jersey,154675.0,18
New York,929617.0,116
North Carolina,254338.0,34
Ohio,454919.0,60
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,480084.0,51
Rhode Island,48370.0,4
Tennessee,144143.0,18
Texas,899597.0,88
Utah,46541.0,8
Virginia,204407.0,27
Washington,392784.0,50
Wisconsin,48382.0,7
