state,total_sales,total_customers
Alabama,51195.0,16
Arizona,301462.0,64
Arkansas,54031.0,4
California,2090053.0,440
Colorado,239447.0,49
Connecticut,79529.0,18
Delaware,76036.0,14
District of Columbia,5512.0,1
Florida,389376.0,73
Georgia,134853.0,48
Illinois,459342.0,111
Indiana,122645.0,26
Iowa,21472.0,10
Kansas,36327.0,4
Kentucky,251899.0,36
Louisiana,56118.0,23
Maryland,36618.0,8
Massachusetts,125253.0,27
Michigan,212274.0,41
Minnesota,165151.0,24
Mississippi,59791.0,11
Missouri,67416.0,21
Nebraska,1886.0,3
Nevada,16288.0,11
New Hampshire,24735.0,6
New Jersey,172049.0,33
New Mexico,5506.0,7
New York,1047703.0,228
North Carolina,297774.0,74
Ohio,518166.0,112
Oklahoma,40230.0,8
Oregon,35846.0,5
Pennsylvania,564465.0,120
Rhode Island,55437.0,8
South Dakota,2397.0,4
Tennessee,163649.0,37
Texas,1007369.0,195
Utah,62786.0,16
Virginia,228712.0,47
Washington,465342.0,115
Wisconsin,69385.0,23
