region,month_name,total_sales
South,Mar,161244.0
South,Jan,141008.0
East,Apr,240582.0
East,Nov,221934.0
Central,May,189672.0
East,Mar,233563.0
Central,Oct,177714.0
South,Nov,139626.0
Central,Apr,191645.0
South,Jul,100566.0
Central,Mar,214928.0
East,Jan,247490.0
West,Apr,240203.0
East,Sep,211523.0
South,Sep,141982.0
West,Aug,214582.0
Central,Nov,166015.0
South,Feb,153342.0
West,Mar,241864.0
South,Dec,162905.0
East,Feb,222297.0
West,Dec,280530.0
West,Sep,223171.0
Central,Sep,175627.0
South,Aug,139336.0
East,Jun,192330.0
West,Jan,252387.0
South,Apr,134367.0
Central,Dec,175582.0
West,Oct,245232.0
Central,Jun,169599.0
Central,Aug,182577.0
East,Oct,277943.0
West,Jun,229188.0
West,Jul,232773.0
West,Nov,243448.0
East,Dec,245737.0
South,Jun,127165.0
East,Jul,216890.0
East,May,227966.0
South,Oct,172132.0
Central,Jul,190566.0
Central,Jan,169754.0
East,Aug,227237.0
Central,Feb,188068.0
South,May,165701.0
West,May,221477.0
West,Feb,167726.0
