category,month,total_sales,total_profit
Furniture,Sep,243843.0,42356.0
Furniture,Oct,227005.0,41015.0
Furniture,Mar,269068.0,49207.0
Office Supplies,Feb,623352.0,111015.0
Technology,Jul,245254.0,42426.0
Office Supplies,Dec,697745.0,121184.0
Furniture,Aug,224973.0,41123.0
Office Supplies,Jul,629841.0,114302.0
Office Supplies,Jun,605862.0,110667.0
Technology,Sep,206476.0,37470.0
Technology,Dec,297489.0,53086.0
Technology,Jun,247990.0,45355.0
Office Supplies,Jan,700785.0,121136.0
Technology,Aug,222079.0,39153.0
Technology,Oct,271854.0,46411.0
Technology,Jan,231305.0,41696.0
Office Supplies,Mar,683669.0,115444.0
Office Supplies,Aug,623004.0,109445.0
Office Supplies,Sep,607714.0,108020.0
Office Supplies,Oct,689786.0,121348.0
Furniture,Nov,210748.0,36363.0
Office Supplies,Nov,621279.0,105229.0
Technology,May,221421.0,37512.0
Furniture,Feb,185916.0,34736.0
Office Supplies,Apr,648185.0,113466.0
Furniture,Jan,220018.0,38599.0
Furniture,Jun,206864.0,36071.0
Technology,Nov,256338.0,46054.0
Technology,Mar,198378.0,34222.0
Technology,Feb,207224.0,33855.0
Furniture,Apr,228871.0,40847.0
Technology,Apr,297199.0,50639.0
Furniture,Dec,258988.0,47348.0
Office Supplies,May,711450.0,127578.0
Furniture,Jul,199023.0,34952.0
Furniture,May,218946.0,40412.0
