state,total_sales,total_customers
Alabama,46853.0,10
Arizona,274556.0,47
Arkansas,53913.0,3
California,1949865.0,320
Colorado,234109.0,43
Connecticut,76105.0,15
Delaware,71551.0,9
District of Columbia,5512.0,1
Florida,373768.0,58
Georgia,121563.0,30
Illinois,431729.0,85
Indiana,116675.0,20
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,247278.0,31
Louisiana,47029.0,14
Maryland,33396.0,7
Massachusetts,118927.0,21
Michigan,204160.0,33
Minnesota,161418.0,19
Mississippi,56700.0,8
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,168536.0,26
New Mexico,3774.0,5
New York,1006749.0,183
North Carolina,284385.0,57
Ohio,492663.0,90
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,527463.0,95
Rhode Island,50143.0,5
South Dakota,707.0,1
Tennessee,152921.0,26
Texas,964104.0,145
Utah,59983.0,13
Virginia,212098.0,35
Washington,443702.0,91
Wisconsin,56706.0,17
