region,month_name,total_sales
South,Mar,180061.0
South,Jan,146305.0
East,Apr,249363.0
East,Nov,236153.0
Central,May,196281.0
East,Mar,245087.0
Central,Oct,179663.0
South,Nov,142579.0
Central,Apr,199920.0
South,Jul,103314.0
Central,Mar,218616.0
East,Jan,260034.0
West,Apr,250003.0
East,Sep,221027.0
South,Sep,153194.0
West,Aug,220288.0
Central,Nov,175826.0
South,Feb,156214.0
West,Mar,250921.0
South,Dec,169956.0
East,Feb,233706.0
West,Dec,292903.0
West,Sep,233304.0
Central,Sep,185364.0
South,Aug,148300.0
East,Jun,213464.0
West,Jan,262662.0
South,Apr,145193.0
Central,Dec,190442.0
West,Oct,252180.0
Central,Jun,178189.0
Central,Aug,196485.0
East,Oct,297200.0
West,Jun,257990.0
West,Jul,241680.0
West,Nov,251088.0
East,Dec,255709.0
South,Jun,135107.0
East,Jul,224936.0
East,May,246054.0
South,Oct,177333.0
Central,Jul,198416.0
Central,Jan,178704.0
East,Aug,235537.0
Central,Feb,193884.0
South,May,168806.0
West,May,232026.0
West,Feb,174690.0
