segment,month_name,total_sales,total_profit
Corporate,Oct,251087.0,43828.0
Home Office,Jul,129941.0,23187.0
Consumer,Jul,344473.0,62506.0
Corporate,Mar,219382.0,37019.0
Consumer,Nov,329356.0,56123.0
Home Office,Aug,122509.0,21231.0
Consumer,Aug,371430.0,67406.0
Corporate,Aug,209034.0,36409.0
Home Office,Apr,123346.0,21236.0
Consumer,Jun,335686.0,60383.0
Consumer,May,364417.0,64355.0
Home Office,Sep,110936.0,19540.0
Corporate,Jul,198926.0,36451.0
Corporate,Dec,266519.0,47008.0
Corporate,May,247341.0,43633.0
Corporate,Apr,243480.0,41117.0
Home Office,May,130933.0,24182.0
Home Office,Jan,134537.0,25068.0
Home Office,Jun,112977.0,21464.0
Consumer,Sep,363192.0,62165.0
Home Office,Mar,153447.0,24395.0
Consumer,Apr,350998.0,62235.0
Home Office,Nov,138433.0,24238.0
Home Office,Oct,161311.0,28286.0
Consumer,Dec,403917.0,71875.0
Corporate,Nov,258085.0,42144.0
Corporate,Sep,202764.0,35369.0
Corporate,Feb,222419.0,37222.0
Home Office,Feb,113324.0,20198.0
Consumer,Mar,402438.0,71722.0
Consumer,Oct,392233.0,67967.0
Corporate,Jan,265757.0,45876.0
Consumer,Jan,347999.0,61919.0
Corporate,Jun,209157.0,36723.0
Home Office,Dec,139302.0,22752.0
Consumer,Feb,336219.0,62158.0
