state,total_sales,total_customers
Alabama,46853.0,10
Arizona,274556.0,47
Arkansas,53913.0,3
California,1947492.0,318
Colorado,233805.0,42
Connecticut,76105.0,15
Delaware,71551.0,9
District of Columbia,5512.0,1
Florida,373768.0,58
Georgia,121563.0,30
Illinois,429894.0,83
Indiana,116675.0,20
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,247278.0,31
Louisiana,47029.0,14
Maryland,33396.0,7
Massachusetts,118927.0,21
Michigan,204160.0,33
Minnesota,158713.0,18
Mississippi,56700.0,8
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,168536.0,26
New Mexico,2138.0,4
New York,1003011.0,180
North Carolina,281983.0,55
Ohio,490716.0,89
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,523741.0,94
Rhode Island,48370.0,4
South Dakota,707.0,1
Tennessee,150463.0,25
Texas,961104.0,143
Utah,59983.0,13
Virginia,212098.0,35
Washington,437565.0,86
Wisconsin,56706.0,17
