state,total_sales,total_customers
Alabama,102958.0,80
Arizona,462805.0,208
Arkansas,62126.0,13
California,3130975.0,1450
Colorado,371541.0,170
Connecticut,109552.0,52
Delaware,119943.0,57
District of Columbia,8653.0,5
Florida,534335.0,225
Georgia,256273.0,153
Illinois,794985.0,369
Indiana,185899.0,93
Iowa,40955.0,33
Kansas,40053.0,8
Kentucky,383816.0,113
Louisiana,85238.0,53
Maryland,50032.0,27
Massachusetts,197046.0,96
Michigan,344013.0,135
Minnesota,280195.0,116
Mississippi,88460.0,45
Missouri,100877.0,57
Nebraska,10644.0,13
Nevada,29258.0,23
New Hampshire,34781.0,21
New Jersey,237443.0,97
New Mexico,22272.0,27
New York,1658369.0,770
North Carolina,480538.0,266
Ohio,747994.0,336
Oklahoma,68446.0,30
Oregon,60075.0,20
Pennsylvania,891696.0,443
Rhode Island,84968.0,35
South Dakota,19109.0,9
Tennessee,222187.0,104
Texas,1523937.0,678
Utah,122875.0,54
Virginia,298448.0,128
Washington,725474.0,353
Wisconsin,114161.0,67
