category,month,total_sales,total_profit
Furniture,Sep,194679.0,32588.0
Furniture,Oct,184828.0,34165.0
Furniture,Mar,221186.0,40584.0
Office Supplies,Feb,525312.0,92403.0
Technology,Jul,192610.0,33826.0
Office Supplies,Dec,584503.0,101645.0
Furniture,Aug,179684.0,32390.0
Office Supplies,Jul,523765.0,96389.0
Office Supplies,Jun,500312.0,91962.0
Technology,Sep,176140.0,32130.0
Technology,Dec,236033.0,41171.0
Technology,Jun,208747.0,38084.0
Office Supplies,Jan,582087.0,100415.0
Technology,Aug,193847.0,33927.0
Technology,Oct,237928.0,40822.0
Technology,Jan,195734.0,35663.0
Office Supplies,Mar,560445.0,94895.0
Office Supplies,Aug,508138.0,89888.0
Office Supplies,Sep,507248.0,89696.0
Office Supplies,Oct,565975.0,100431.0
Furniture,Nov,176152.0,29816.0
Office Supplies,Nov,510427.0,87780.0
Technology,May,184318.0,30803.0
Furniture,Feb,149023.0,27756.0
Office Supplies,Apr,510810.0,90399.0
Furniture,Jan,177940.0,30942.0
Furniture,Jun,182271.0,31361.0
Technology,Nov,210774.0,36760.0
Technology,Mar,171841.0,29200.0
Technology,Feb,165360.0,28000.0
Furniture,Apr,198011.0,35355.0
Technology,Apr,239919.0,40656.0
Furniture,Dec,190119.0,34285.0
Office Supplies,May,573077.0,102918.0
Furniture,Jul,161739.0,28610.0
Furniture,May,180078.0,33470.0
