region,month_name,total_sales
South,Mar,156115.0
Central,Sep,167398.0
South,Aug,136133.0
South,Jan,135978.0
East,Jun,182916.0
West,Jan,241475.0
South,Apr,126858.0
East,Apr,213969.0
East,Nov,214955.0
Central,Dec,167157.0
West,Oct,233158.0
Central,May,181744.0
Central,Jun,163811.0
East,Mar,214194.0
Central,Aug,170544.0
East,Oct,258409.0
Central,Oct,168372.0
South,Nov,134868.0
West,Jun,207762.0
Central,Apr,185402.0
South,Jul,97280.0
West,Jul,220250.0
West,Nov,234606.0
Central,Mar,209344.0
East,Jan,228643.0
West,Apr,217363.0
East,Sep,201469.0
East,Dec,234026.0
South,Jun,122925.0
East,Jul,203777.0
East,May,217709.0
South,Sep,135620.0
West,Aug,208386.0
South,Oct,164027.0
Central,Jul,173296.0
Central,Jan,161786.0
East,Aug,214123.0
Central,Nov,159105.0
South,Feb,147223.0
West,Mar,219414.0
Central,Feb,177879.0
South,Dec,156670.0
East,Feb,209579.0
South,May,157618.0
West,Dec,273355.0
West,Sep,204126.0
West,May,210772.0
West,Feb,162213.0
