segment,month_name,total_sales,total_profit
Corporate,Oct,432665.0,74550.0
Home Office,Jul,272087.0,49242.0
Consumer,Jul,650049.0,113165.0
Corporate,Mar,355748.0,59469.0
Consumer,Nov,620514.0,107176.0
Home Office,Aug,213203.0,38514.0
Consumer,Aug,647031.0,115234.0
Corporate,Aug,354143.0,61141.0
Home Office,Apr,233531.0,40974.0
Consumer,Jun,646707.0,115168.0
Consumer,May,680376.0,120353.0
Home Office,Sep,215792.0,38395.0
Corporate,Jul,351564.0,61983.0
Corporate,Dec,446866.0,77507.0
Corporate,May,384675.0,68537.0
Corporate,Apr,418124.0,71389.0
Home Office,May,234340.0,42966.0
Home Office,Jan,227240.0,41627.0
Home Office,Jun,213233.0,38673.0
Consumer,Sep,636124.0,112688.0
Home Office,Mar,253908.0,42754.0
Consumer,Apr,690256.0,121972.0
Home Office,Nov,229152.0,40301.0
Home Office,Oct,251243.0,44416.0
Consumer,Dec,727526.0,131950.0
Corporate,Nov,407299.0,70490.0
Corporate,Sep,371424.0,65028.0
Corporate,Feb,397272.0,68267.0
Home Office,Feb,202611.0,36883.0
Consumer,Mar,709318.0,126337.0
Consumer,Oct,684081.0,119243.0
Corporate,Jan,486693.0,84437.0
Consumer,Jan,624661.0,108455.0
Corporate,Jun,384911.0,69152.0
Home Office,Dec,245309.0,42315.0
Consumer,Feb,603295.0,107563.0
