region,month_name,total_sales
South,Mar,224895.0
South,Jan,213066.0
East,Apr,357882.0
East,Nov,317300.0
Central,May,263460.0
East,Mar,321472.0
Central,Oct,251475.0
South,Nov,221876.0
Central,Apr,269342.0
South,Jul,152535.0
Central,Mar,289635.0
East,Jan,333841.0
West,Apr,359819.0
East,Sep,308308.0
South,Sep,202452.0
West,Aug,306477.0
Central,Nov,239030.0
South,Feb,200760.0
West,Mar,341943.0
South,Dec,229420.0
East,Feb,327006.0
West,Dec,416298.0
West,Sep,346053.0
Central,Sep,237220.0
South,Aug,202207.0
East,Jun,301053.0
West,Jan,379230.0
South,Apr,220859.0
Central,Dec,272996.0
West,Oct,343060.0
Central,Jun,244846.0
Central,Aug,283045.0
East,Oct,378572.0
West,Jun,342305.0
West,Jul,348472.0
West,Nov,351294.0
East,Dec,362996.0
South,Jun,204072.0
East,Jul,338101.0
East,May,349187.0
South,Oct,245031.0
Central,Jul,275304.0
Central,Jan,264444.0
East,Aug,312914.0
Central,Feb,268437.0
South,May,237844.0
West,May,342743.0
West,Feb,254332.0
