category,month,total_sales,total_profit
Furniture,Sep,171593.0,28653.0
Furniture,Oct,164393.0,30535.0
Furniture,Mar,200420.0,36979.0
Office Supplies,Feb,448043.0,78838.0
Technology,Jul,163489.0,28870.0
Office Supplies,Dec,502924.0,86916.0
Furniture,Aug,159302.0,28630.0
Office Supplies,Jul,431611.0,79664.0
Office Supplies,Jun,399077.0,72398.0
Technology,Sep,141769.0,25766.0
Technology,Dec,188614.0,32665.0
Technology,Jun,180635.0,33114.0
Office Supplies,Jan,478329.0,82889.0
Technology,Aug,162244.0,28419.0
Technology,Oct,203698.0,33817.0
Technology,Jan,167356.0,30777.0
Office Supplies,Mar,491520.0,82397.0
Office Supplies,Aug,427069.0,76532.0
Office Supplies,Sep,425093.0,75657.0
Office Supplies,Oct,492454.0,87287.0
Furniture,Nov,157848.0,26646.0
Office Supplies,Nov,420477.0,70443.0
Technology,May,160855.0,26853.0
Furniture,Feb,127466.0,24134.0
Office Supplies,Apr,435331.0,76822.0
Furniture,Jan,156700.0,27054.0
Furniture,Jun,129606.0,21399.0
Technology,Nov,185188.0,32293.0
Technology,Mar,145354.0,25000.0
Technology,Feb,141680.0,23861.0
Furniture,Apr,163173.0,28594.0
Technology,Apr,195857.0,32962.0
Furniture,Dec,159431.0,28547.0
Office Supplies,May,473341.0,84491.0
Furniture,Jul,128790.0,22689.0
Furniture,May,155532.0,29154.0
