category,month,total_sales,total_profit
Furniture,Sep,259320.0,45133.0
Furniture,Oct,245836.0,43906.0
Furniture,Mar,279766.0,51344.0
Office Supplies,Feb,665240.0,118406.0
Technology,Jul,261868.0,45285.0
Office Supplies,Dec,736647.0,128007.0
Furniture,Aug,237560.0,43083.0
Office Supplies,Jul,681757.0,123938.0
Office Supplies,Jun,650993.0,118969.0
Technology,Sep,231551.0,41773.0
Technology,Dec,307895.0,54975.0
Technology,Jun,263644.0,48427.0
Office Supplies,Jan,759504.0,131919.0
Technology,Aug,236584.0,41666.0
Technology,Oct,291244.0,50308.0
Technology,Jan,256019.0,45370.0
Office Supplies,Mar,735141.0,123704.0
Office Supplies,Aug,660626.0,116092.0
Office Supplies,Sep,643577.0,114482.0
Office Supplies,Oct,733354.0,128750.0
Furniture,Nov,224776.0,38872.0
Office Supplies,Nov,682181.0,115945.0
Technology,May,237930.0,40563.0
Furniture,Feb,205296.0,38363.0
Office Supplies,Apr,693934.0,121991.0
Furniture,Jan,234245.0,41129.0
Furniture,Jun,217768.0,37966.0
Technology,Nov,269316.0,48186.0
Technology,Mar,212517.0,36768.0
Technology,Feb,220455.0,36059.0
Furniture,Apr,244391.0,43352.0
Technology,Apr,314862.0,53730.0
Furniture,Dec,273919.0,49869.0
Office Supplies,May,754528.0,135158.0
Furniture,Jul,219818.0,37483.0
Furniture,May,231147.0,42425.0
