state,total_sales,total_customers
Alabama,78137.0,49
Arizona,371902.0,129
Arkansas,58497.0,8
California,2512984.0,855
Colorado,295156.0,104
Connecticut,88106.0,32
Delaware,103590.0,33
District of Columbia,7388.0,3
Florida,466666.0,141
Georgia,203712.0,105
Illinois,584315.0,213
Indiana,148096.0,58
Iowa,30771.0,20
Kansas,38971.0,6
Kentucky,304723.0,62
Louisiana,68813.0,34
Maryland,45324.0,20
Massachusetts,168943.0,66
Michigan,263711.0,82
Minnesota,221714.0,59
Mississippi,71384.0,24
Missouri,82381.0,36
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,205272.0,61
New Mexico,11361.0,15
New York,1289305.0,447
North Carolina,391737.0,176
Ohio,591845.0,202
Oklahoma,47985.0,18
Oregon,54549.0,14
Pennsylvania,714184.0,265
Rhode Island,64080.0,20
South Dakota,4821.0,5
Tennessee,198759.0,70
Texas,1248592.0,423
Utah,91349.0,32
Virginia,265242.0,86
Washington,595399.0,219
Wisconsin,93120.0,41
