region,month_name,total_sales
South,Mar,217213.0
South,Jan,206565.0
East,Apr,344256.0
East,Nov,307284.0
Central,May,254679.0
East,Mar,314673.0
Central,Oct,242739.0
South,Nov,204721.0
Central,Apr,255287.0
South,Jul,142912.0
Central,Mar,281209.0
East,Jan,323914.0
West,Apr,347206.0
East,Sep,300375.0
South,Sep,197962.0
West,Aug,297409.0
Central,Nov,229248.0
South,Feb,194699.0
West,Mar,330176.0
South,Dec,221917.0
East,Feb,319774.0
West,Dec,408152.0
West,Sep,323773.0
Central,Sep,228917.0
South,Aug,196339.0
East,Jun,292012.0
West,Jan,359376.0
South,Apr,212809.0
Central,Dec,261197.0
West,Oct,329821.0
Central,Jun,236370.0
Central,Aug,271171.0
East,Oct,372208.0
West,Jun,329974.0
West,Jul,332413.0
West,Nov,341152.0
East,Dec,353713.0
South,Jun,195655.0
East,Jul,320314.0
East,May,336452.0
South,Oct,232023.0
Central,Jul,267925.0
Central,Jan,253181.0
East,Aug,300352.0
Central,Feb,254299.0
South,May,225417.0
West,May,327284.0
West,Feb,243415.0
