region,month_name,total_sales
South,Mar,194103.0
South,Jan,177340.0
East,Apr,300963.0
East,Nov,271653.0
Central,May,218989.0
East,Mar,280261.0
Central,Oct,206076.0
South,Nov,174742.0
Central,Apr,220949.0
South,Jul,122536.0
Central,Mar,238857.0
East,Jan,285838.0
West,Apr,306015.0
East,Sep,247358.0
South,Sep,174514.0
West,Aug,248832.0
Central,Nov,198856.0
South,Feb,171714.0
West,Mar,280738.0
South,Dec,190531.0
East,Feb,263999.0
West,Dec,351259.0
West,Sep,282784.0
Central,Sep,203958.0
South,Aug,169446.0
East,Jun,259210.0
West,Jan,308939.0
South,Apr,165291.0
Central,Dec,223831.0
West,Oct,281360.0
Central,Jun,208604.0
Central,Aug,224255.0
East,Oct,337800.0
West,Jun,289038.0
West,Jul,293330.0
West,Nov,288364.0
East,Dec,301280.0
South,Jun,159467.0
East,Jul,274427.0
East,May,286214.0
South,Oct,205431.0
Central,Jul,225432.0
Central,Jan,212262.0
East,Aug,262725.0
Central,Feb,227866.0
South,May,196989.0
West,May,278315.0
West,Feb,199722.0
