category,month,total_sales,total_profit
Furniture,Sep,188513.0,31544.0
Furniture,Oct,179566.0,33285.0
Furniture,Mar,216254.0,39790.0
Office Supplies,Feb,508702.0,90026.0
Technology,Jul,188390.0,33126.0
Office Supplies,Dec,560623.0,97388.0
Furniture,Aug,175798.0,31532.0
Office Supplies,Jul,509433.0,94092.0
Office Supplies,Jun,483745.0,89028.0
Technology,Sep,161760.0,28969.0
Technology,Dec,222960.0,39432.0
Technology,Jun,202067.0,36734.0
Office Supplies,Jan,557018.0,96564.0
Technology,Aug,187372.0,32830.0
Technology,Oct,231991.0,39763.0
Technology,Jan,185874.0,34036.0
Office Supplies,Mar,553835.0,93654.0
Office Supplies,Aug,493339.0,87673.0
Office Supplies,Sep,490525.0,87051.0
Office Supplies,Oct,548355.0,97239.0
Furniture,Nov,173247.0,29360.0
Office Supplies,Nov,500370.0,86018.0
Technology,May,178209.0,29777.0
Furniture,Feb,146345.0,27271.0
Office Supplies,Apr,490139.0,86921.0
Furniture,Jan,173214.0,30124.0
Furniture,Jun,163946.0,27133.0
Technology,Nov,203619.0,35506.0
Technology,Mar,165507.0,28010.0
Technology,Feb,159944.0,27071.0
Furniture,Apr,193712.0,34546.0
Technology,Apr,222923.0,37854.0
Furniture,Dec,179230.0,31966.0
Office Supplies,May,550855.0,98275.0
Furniture,Jul,154664.0,27159.0
Furniture,May,171619.0,31795.0
