category,month,total_sales,total_profit
Furniture,Sep,195760.0,32764.0
Furniture,Oct,185396.0,34252.0
Furniture,Mar,222504.0,40876.0
Office Supplies,Feb,528190.0,93070.0
Technology,Jul,193214.0,33930.0
Office Supplies,Dec,587780.0,102271.0
Furniture,Aug,181466.0,32798.0
Office Supplies,Jul,528790.0,97082.0
Office Supplies,Jun,507021.0,92927.0
Technology,Sep,177471.0,32393.0
Technology,Dec,236987.0,41287.0
Technology,Jun,209285.0,38154.0
Office Supplies,Jan,586639.0,101340.0
Technology,Aug,194020.0,33947.0
Technology,Oct,239412.0,41092.0
Technology,Jan,196447.0,35795.0
Office Supplies,Mar,567973.0,96103.0
Office Supplies,Aug,512429.0,90438.0
Office Supplies,Sep,514626.0,91003.0
Office Supplies,Oct,584016.0,103081.0
Furniture,Nov,176690.0,29941.0
Office Supplies,Nov,513286.0,88298.0
Technology,May,187486.0,31251.0
Furniture,Feb,151394.0,28186.0
Office Supplies,Apr,514766.0,91069.0
Furniture,Jan,179436.0,31244.0
Furniture,Jun,182271.0,31361.0
Technology,Nov,221353.0,39043.0
Technology,Mar,171922.0,29215.0
Technology,Feb,166005.0,28079.0
Furniture,Apr,199716.0,35610.0
Technology,Apr,241325.0,40817.0
Furniture,Dec,202910.0,37815.0
Office Supplies,May,579514.0,104050.0
Furniture,Jul,163235.0,28852.0
Furniture,May,181289.0,33686.0
