state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,193,1
Alabama,Binders,157,2
Alabama,Furnishings,122,3
Alabama,Accessories,108,4
Alabama,Art,107,5
Alabama,Phones,104,6
Alabama,Storage,93,7
Alabama,Chairs,61,8
Alabama,Appliances,51,9
Alabama,Envelopes,51,9
Alabama,Tables,37,11
Alabama,Bookcases,36,12
Alabama,Machines,34,13
Alabama,Labels,30,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,10,17
Arizona,Paper,578,1
Arizona,Binders,511,2
Arizona,Furnishings,430,3
Arizona,Phones,424,4
Arizona,Art,339,5
Arizona,Accessories,323,6
Arizona,Storage,312,7
Arizona,Appliances,230,8
Arizona,Chairs,220,9
Arizona,Labels,171,10
Arizona,Machines,142,11
Arizona,Envelopes,137,12
Arizona,Bookcases,133,13
Arizona,Tables,133,13
Arizona,Supplies,72,15
Arizona,Fasteners,70,16
Arizona,Copiers,31,17
Arkansas,Phones,68,1
Arkansas,Art,68,1
Arkansas,Furnishings,65,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Accessories,36,6
Arkansas,Storage,31,7
Arkansas,Appliances,25,8
Arkansas,Fasteners,23,9
Arkansas,Labels,22,10
Arkansas,Tables,19,11
Arkansas,Chairs,18,12
Arkansas,Machines,15,13
Arkansas,Envelopes,5,14
California,Paper,4359,1
California,Binders,3287,2
California,Phones,3026,3
California,Art,2777,4
California,Furnishings,2676,5
California,Accessories,2303,6
California,Storage,2060,7
California,Appliances,1650,8
California,Chairs,1373,9
California,Machines,1189,10
California,Labels,1161,11
California,Tables,899,12
California,Envelopes,856,13
California,Bookcases,834,14
California,Supplies,638,15
California,Fasteners,614,16
California,Copiers,199,17
Colorado,Binders,543,1
Colorado,Paper,490,2
Colorado,Phones,361,3
Colorado,Furnishings,359,4
Colorado,Art,345,5
Colorado,Storage,288,6
Colorado,Accessories,275,7
Colorado,Chairs,195,8
Colorado,Appliances,188,9
Colorado,Machines,151,10
Colorado,Labels,138,11
Colorado,Bookcases,124,12
Colorado,Tables,122,13
Colorado,Supplies,113,14
Colorado,Envelopes,106,15
Colorado,Fasteners,69,16
Colorado,Copiers,17,17
Connecticut,Paper,117,1
Connecticut,Binders,112,2
Connecticut,Furnishings,105,3
Connecticut,Phones,96,4
Connecticut,Art,88,5
Connecticut,Accessories,75,6
Connecticut,Storage,74,7
Connecticut,Appliances,68,8
Connecticut,Machines,50,9
Connecticut,Labels,48,10
Connecticut,Chairs,31,11
Connecticut,Fasteners,31,11
Connecticut,Envelopes,30,13
Connecticut,Supplies,24,14
Connecticut,Bookcases,23,15
Connecticut,Tables,21,16
Connecticut,Copiers,2,17
Delaware,Furnishings,159,1
Delaware,Storage,159,1
Delaware,Paper,124,3
Delaware,Binders,92,4
Delaware,Phones,88,5
Delaware,Accessories,88,5
Delaware,Appliances,81,7
Delaware,Art,67,8
Delaware,Machines,67,8
Delaware,Chairs,63,10
Delaware,Envelopes,45,11
Delaware,Bookcases,39,12
Delaware,Labels,39,12
Delaware,Supplies,33,14
Delaware,Fasteners,25,15
Delaware,Tables,22,16
Delaware,Copiers,2,17
District of Columbia,Paper,39,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Art,9,5
District of Columbia,Fasteners,7,6
District of Columbia,Machines,7,6
District of Columbia,Accessories,6,8
District of Columbia,Phones,5,9
District of Columbia,Chairs,5,9
District of Columbia,Envelopes,3,11
District of Columbia,Appliances,2,12
Florida,Paper,876,1
Florida,Binders,671,2
Florida,Phones,509,3
Florida,Art,505,4
Florida,Furnishings,438,5
Florida,Accessories,427,6
Florida,Storage,391,7
Florida,Appliances,277,8
Florida,Chairs,274,9
Florida,Labels,211,10
Florida,Tables,185,11
Florida,Machines,148,12
Florida,Fasteners,145,13
Florida,Envelopes,123,14
Florida,Bookcases,119,15
Florida,Supplies,106,16
Florida,Copiers,31,17
Georgia,Paper,362,1
Georgia,Binders,322,2
Georgia,Phones,301,3
Georgia,Furnishings,257,4
Georgia,Art,174,5
Georgia,Appliances,157,6
Georgia,Chairs,148,7
Georgia,Storage,133,8
Georgia,Accessories,117,9
Georgia,Tables,93,10
Georgia,Labels,90,11
Georgia,Bookcases,87,12
Georgia,Machines,73,13
Georgia,Envelopes,61,14
Georgia,Fasteners,41,15
Georgia,Supplies,38,16
Georgia,Copiers,14,17
Illinois,Paper,1056,1
Illinois,Binders,802,2
Illinois,Furnishings,775,3
Illinois,Phones,768,4
Illinois,Art,535,5
Illinois,Storage,524,6
Illinois,Accessories,507,7
Illinois,Appliances,438,8
Illinois,Chairs,407,9
Illinois,Machines,272,10
Illinois,Labels,269,11
Illinois,Envelopes,249,12
Illinois,Tables,242,13
Illinois,Bookcases,187,14
Illinois,Supplies,151,15
Illinois,Fasteners,139,16
Illinois,Copiers,45,17
Indiana,Paper,240,1
Indiana,Binders,188,2
Indiana,Phones,162,3
Indiana,Furnishings,159,4
Indiana,Art,155,5
Indiana,Accessories,153,6
Indiana,Storage,131,7
Indiana,Appliances,94,8
Indiana,Chairs,88,9
Indiana,Bookcases,66,10
Indiana,Labels,63,11
Indiana,Machines,49,12
Indiana,Supplies,45,13
Indiana,Envelopes,41,14
Indiana,Tables,32,15
Indiana,Fasteners,23,16
Indiana,Copiers,17,17
Iowa,Accessories,58,1
Iowa,Phones,53,2
Iowa,Paper,49,3
Iowa,Furnishings,46,4
Iowa,Chairs,38,5
Iowa,Art,37,6
Iowa,Binders,35,7
Iowa,Machines,29,8
Iowa,Storage,27,9
Iowa,Supplies,19,10
Iowa,Labels,11,11
Iowa,Appliances,10,12
Iowa,Tables,5,13
Iowa,Fasteners,5,13
Iowa,Envelopes,2,15
Kansas,Paper,87,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Appliances,24,6
Kansas,Fasteners,23,7
Kansas,Binders,23,7
Kansas,Furnishings,20,9
Kansas,Tables,14,10
Kansas,Labels,14,10
Kansas,Storage,12,12
Kansas,Supplies,12,12
Kansas,Machines,12,12
Kansas,Bookcases,8,15
Kansas,Copiers,2,16
Kentucky,Paper,444,1
Kentucky,Phones,289,2
Kentucky,Binders,289,2
Kentucky,Art,252,4
Kentucky,Furnishings,249,5
Kentucky,Accessories,201,6
Kentucky,Appliances,201,6
Kentucky,Storage,183,8
Kentucky,Chairs,154,9
Kentucky,Machines,107,10
Kentucky,Fasteners,100,11
Kentucky,Envelopes,95,12
Kentucky,Bookcases,80,13
Kentucky,Labels,77,14
Kentucky,Tables,50,15
Kentucky,Supplies,46,16
Kentucky,Copiers,31,17
Louisiana,Paper,136,1
Louisiana,Art,130,2
Louisiana,Binders,111,3
Louisiana,Phones,94,4
Louisiana,Accessories,81,5
Louisiana,Furnishings,71,6
Louisiana,Storage,71,6
Louisiana,Appliances,54,8
Louisiana,Chairs,51,9
Louisiana,Envelopes,26,10
Louisiana,Fasteners,26,10
Louisiana,Labels,22,12
