region,month_name,total_sales
South,Mar,157250.0
Central,Sep,170974.0
South,Aug,136371.0
South,Jan,137290.0
East,Jun,187799.0
West,Jan,245560.0
South,Apr,130360.0
East,Apr,216933.0
East,Nov,218328.0
Central,Dec,169501.0
West,Oct,236634.0
Central,May,184309.0
Central,Jun,165633.0
East,Mar,228770.0
Central,Aug,175970.0
East,Oct,271002.0
Central,Oct,176468.0
South,Nov,135820.0
West,Jun,222122.0
Central,Apr,188632.0
South,Jul,98291.0
West,Jul,224978.0
West,Nov,238739.0
Central,Mar,212417.0
East,Jan,230208.0
West,Apr,233499.0
East,Sep,204916.0
East,Dec,237538.0
South,Jun,123777.0
East,Jul,207712.0
East,May,220797.0
South,Sep,136339.0
West,Aug,209920.0
South,Oct,166484.0
Central,Jul,180726.0
Central,Jan,168205.0
East,Aug,217226.0
Central,Nov,161055.0
South,Feb,149385.0
West,Mar,231969.0
Central,Feb,179675.0
South,Dec,157155.0
East,Feb,218239.0
South,May,159068.0
West,Dec,276773.0
West,Sep,216855.0
West,May,215280.0
West,Feb,164685.0
