category,month,total_sales,total_profit
Furniture,Sep,207912.0,35283.0
Furniture,Oct,198793.0,36623.0
Furniture,Mar,242422.0,44349.0
Office Supplies,Feb,549441.0,96902.0
Technology,Jul,207193.0,35972.0
Office Supplies,Dec,615267.0,107018.0
Furniture,Aug,197368.0,35670.0
Office Supplies,Jul,561739.0,102073.0
Office Supplies,Jun,540616.0,99735.0
Technology,Sep,186734.0,33919.0
Technology,Dec,264950.0,47529.0
Technology,Jun,220168.0,40294.0
Office Supplies,Jan,622709.0,107328.0
Technology,Aug,200484.0,34953.0
Technology,Oct,247371.0,42355.0
Technology,Jan,206366.0,37426.0
Office Supplies,Mar,602317.0,101380.0
Office Supplies,Aug,547635.0,95990.0
Office Supplies,Sep,534778.0,94770.0
Office Supplies,Oct,612257.0,107862.0
Furniture,Nov,189535.0,32451.0
Office Supplies,Nov,550266.0,93651.0
Technology,May,198288.0,33138.0
Furniture,Feb,160642.0,30025.0
Office Supplies,Apr,556461.0,98519.0
Furniture,Jan,187398.0,32438.0
Furniture,Jun,186276.0,32090.0
Technology,Nov,229824.0,40722.0
Technology,Mar,179874.0,30598.0
Technology,Feb,185306.0,30253.0
Furniture,Apr,208462.0,37305.0
Technology,Apr,258779.0,43621.0
Furniture,Dec,231043.0,43003.0
Office Supplies,May,616342.0,111041.0
Furniture,Jul,176326.0,31384.0
Furniture,May,193130.0,35778.0
