state,total_sales,total_customers
Alabama,55660.0,24
Arizona,315901.0,81
Arkansas,55819.0,6
California,2166024.0,518
Colorado,250954.0,60
Connecticut,80279.0,19
Delaware,79057.0,17
District of Columbia,6729.0,2
Florida,399881.0,83
Georgia,146365.0,61
Illinois,484845.0,131
Indiana,127914.0,33
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,266804.0,41
Louisiana,57727.0,24
Maryland,37983.0,11
Massachusetts,131026.0,35
Michigan,222599.0,47
Minnesota,173230.0,33
Mississippi,61710.0,14
Missouri,70410.0,23
Nebraska,3271.0,5
Nevada,16710.0,12
New Hampshire,26340.0,9
New Jersey,176563.0,38
New Mexico,5662.0,8
New York,1088808.0,279
North Carolina,314363.0,93
Ohio,535031.0,131
Oklahoma,40550.0,9
Oregon,35846.0,5
Pennsylvania,594513.0,151
Rhode Island,58340.0,13
South Dakota,2397.0,4
Tennessee,170633.0,45
Texas,1065575.0,254
Utah,65909.0,20
Virginia,239015.0,57
Washington,499137.0,137
Wisconsin,83634.0,30
