region,month_name,total_sales
South,Mar,242896.0
South,Jan,220910.0
East,Apr,380659.0
East,Nov,338637.0
Central,May,276284.0
East,Mar,356522.0
Central,Oct,273898.0
South,Nov,233743.0
Central,Apr,292733.0
South,Jul,165810.0
Central,Mar,312037.0
East,Jan,362600.0
West,Apr,378960.0
East,Sep,328796.0
South,Sep,212643.0
West,Aug,326562.0
Central,Nov,263338.0
South,Feb,215024.0
West,Mar,358876.0
South,Dec,237899.0
East,Feb,367905.0
West,Dec,435273.0
West,Sep,365676.0
Central,Sep,260303.0
South,Aug,208480.0
East,Jun,317923.0
West,Jan,402246.0
South,Apr,242623.0
Central,Dec,302397.0
West,Oct,371371.0
Central,Jun,262042.0
Central,Aug,299332.0
East,Oct,411097.0
West,Jun,361280.0
West,Jul,366459.0
West,Nov,373838.0
East,Dec,379334.0
South,Jun,229099.0
East,Jul,373567.0
East,May,360250.0
South,Oct,253440.0
Central,Jul,295608.0
Central,Jan,287944.0
East,Aug,330486.0
Central,Feb,293453.0
South,May,253373.0
West,May,364971.0
West,Feb,277061.0
