category,month,total_sales,total_profit
Furniture,Sep,172770.0,28801.0
Furniture,Oct,166551.0,30957.0
Furniture,Mar,200693.0,37034.0
Office Supplies,Feb,451230.0,79406.0
Technology,Jul,164942.0,29181.0
Office Supplies,Dec,505852.0,87492.0
Furniture,Aug,159420.0,28652.0
Office Supplies,Jul,435476.0,80361.0
Office Supplies,Jun,402218.0,72931.0
Technology,Sep,144042.0,26115.0
Technology,Dec,189865.0,32880.0
Technology,Jun,180635.0,33114.0
Office Supplies,Jan,482258.0,83544.0
Technology,Aug,163335.0,28665.0
Technology,Oct,207662.0,34546.0
Technology,Jan,167855.0,30846.0
Office Supplies,Mar,495535.0,82837.0
Office Supplies,Aug,433524.0,77442.0
Office Supplies,Sep,430055.0,76506.0
Office Supplies,Oct,494771.0,87753.0
Furniture,Nov,158771.0,26823.0
Office Supplies,Nov,421810.0,70697.0
Technology,May,161360.0,26924.0
Furniture,Feb,128127.0,24229.0
Office Supplies,Apr,437123.0,77188.0
Furniture,Jan,156700.0,27054.0
Furniture,Jun,130695.0,21562.0
Technology,Nov,186722.0,32591.0
Technology,Mar,146659.0,25180.0
Technology,Feb,142568.0,24064.0
Furniture,Apr,165452.0,28892.0
Technology,Apr,197037.0,33172.0
Furniture,Dec,159514.0,28562.0
Office Supplies,May,477712.0,85403.0
Furniture,Jul,131012.0,22951.0
Furniture,May,158519.0,29612.0
