segment,month_name,total_sales,total_profit
Corporate,Oct,349121.0,61175.0
Home Office,Jul,220335.0,40521.0
Consumer,Jul,530834.0,93144.0
Corporate,Mar,307186.0,52143.0
Consumer,Nov,501058.0,86412.0
Home Office,Aug,189153.0,34033.0
Consumer,Aug,544108.0,97609.0
Corporate,Aug,306290.0,52724.0
Home Office,Apr,200706.0,35065.0
Consumer,Jun,524521.0,94429.0
Consumer,May,580455.0,102986.0
Home Office,Sep,171620.0,30080.0
Corporate,Jul,293965.0,53090.0
Corporate,Dec,380856.0,66055.0
Corporate,May,339532.0,60353.0
Corporate,Apr,338928.0,58457.0
Home Office,May,203846.0,37346.0
Home Office,Jan,198111.0,36569.0
Home Office,Jun,176099.0,32365.0
Consumer,Sep,552153.0,97973.0
Home Office,Mar,219823.0,36134.0
Consumer,Apr,596776.0,104993.0
Home Office,Nov,196116.0,34528.0
Home Office,Oct,216236.0,38087.0
Consumer,Dec,623613.0,112678.0
Corporate,Nov,365373.0,62899.0
Corporate,Sep,310021.0,55193.0
Corporate,Feb,316247.0,52141.0
Home Office,Feb,165767.0,29796.0
Consumer,Mar,601660.0,106363.0
Consumer,Oct,585848.0,103059.0
Corporate,Jan,406114.0,68591.0
Consumer,Jan,521543.0,91469.0
Corporate,Jun,334166.0,60550.0
Home Office,Dec,214576.0,37044.0
Consumer,Feb,507505.0,92757.0
