region,month_name,total_sales
South,Mar,226177.0
South,Jan,213335.0
East,Apr,360127.0
East,Nov,317662.0
Central,May,263545.0
East,Mar,327762.0
Central,Oct,251697.0
South,Nov,222367.0
Central,Apr,269342.0
South,Jul,152811.0
Central,Mar,289956.0
East,Jan,337018.0
West,Apr,359819.0
East,Sep,310394.0
South,Sep,202727.0
West,Aug,306557.0
Central,Nov,246930.0
South,Feb,202321.0
West,Mar,341943.0
South,Dec,229552.0
East,Feb,327006.0
West,Dec,416298.0
West,Sep,346325.0
Central,Sep,238492.0
South,Aug,202560.0
East,Jun,308092.0
West,Jan,379230.0
South,Apr,221753.0
Central,Dec,272996.0
West,Oct,343060.0
Central,Jun,245388.0
Central,Aug,283720.0
East,Oct,378712.0
West,Jun,342305.0
West,Jul,348619.0
West,Nov,351936.0
East,Dec,363269.0
South,Jun,204227.0
East,Jul,338743.0
East,May,349603.0
South,Oct,245492.0
Central,Jul,276268.0
Central,Jan,264873.0
East,Aug,313257.0
Central,Feb,268437.0
South,May,238291.0
West,May,343421.0
West,Feb,254332.0
