category,month,total_sales,total_profit
Furniture,Sep,267205.0,46258.0
Furniture,Oct,255694.0,45730.0
Furniture,Mar,290613.0,53334.0
Office Supplies,Feb,705868.0,125967.0
Technology,Jul,281264.0,48167.0
Office Supplies,Dec,781857.0,135295.0
Furniture,Aug,248931.0,44862.0
Office Supplies,Jul,709964.0,128828.0
Office Supplies,Jun,686532.0,124509.0
Technology,Sep,239601.0,42950.0
Technology,Dec,326730.0,59431.0
Technology,Jun,271147.0,49763.0
Office Supplies,Jan,785628.0,136330.0
Technology,Aug,249790.0,44090.0
Technology,Oct,309133.0,52419.0
Technology,Jan,274567.0,48588.0
Office Supplies,Mar,769302.0,129595.0
Office Supplies,Aug,686609.0,120541.0
Office Supplies,Sep,693476.0,122662.0
Office Supplies,Oct,760992.0,133392.0
Furniture,Nov,236609.0,40786.0
Office Supplies,Nov,709882.0,120966.0
Technology,May,248166.0,42551.0
Furniture,Feb,234422.0,43845.0
Office Supplies,Apr,720661.0,126437.0
Furniture,Jan,242707.0,42476.0
Furniture,Jun,230789.0,39927.0
Technology,Nov,283139.0,50932.0
Technology,Mar,227875.0,39513.0
Technology,Feb,228990.0,37321.0
Furniture,Apr,266246.0,47039.0
Technology,Apr,329196.0,56223.0
Furniture,Dec,284472.0,51868.0
Office Supplies,May,783606.0,140243.0
Furniture,Jul,237810.0,40831.0
Furniture,May,243932.0,44973.0
