state,total_sales,total_customers
Alabama,49747.0,14
Arizona,300660.0,63
Arkansas,54031.0,4
California,2070135.0,429
Colorado,239236.0,48
Connecticut,79529.0,18
Delaware,76036.0,14
District of Columbia,5512.0,1
Florida,386567.0,69
Georgia,134249.0,46
Illinois,452043.0,104
Indiana,122298.0,25
Iowa,20009.0,9
Kansas,36327.0,4
Kentucky,251899.0,36
Louisiana,55873.0,22
Maryland,33396.0,7
Massachusetts,124455.0,26
Michigan,209532.0,38
Minnesota,165151.0,24
Mississippi,59142.0,10
Missouri,66760.0,19
Nebraska,1395.0,2
Nevada,16288.0,11
New Hampshire,24215.0,5
New Jersey,172049.0,33
New Mexico,5506.0,7
New York,1040337.0,225
North Carolina,296908.0,72
Ohio,516277.0,109
Oklahoma,40230.0,8
Oregon,34607.0,3
Pennsylvania,563237.0,119
Rhode Island,55437.0,8
South Dakota,1438.0,3
Tennessee,163555.0,36
Texas,1007062.0,193
Utah,62786.0,16
Virginia,228712.0,47
Washington,464651.0,114
Wisconsin,69385.0,23
