region,month_name,total_sales
South,Mar,240126.0
South,Jan,217899.0
East,Apr,375432.0
East,Nov,330999.0
Central,May,270661.0
East,Mar,342526.0
Central,Oct,269707.0
South,Nov,227990.0
Central,Apr,284233.0
South,Jul,161249.0
Central,Mar,307044.0
East,Jan,357309.0
West,Apr,370145.0
East,Sep,319201.0
South,Sep,208650.0
West,Aug,315772.0
Central,Nov,256413.0
South,Feb,212457.0
West,Mar,350428.0
South,Dec,235928.0
East,Feb,331999.0
West,Dec,424816.0
West,Sep,360270.0
Central,Sep,252498.0
South,Aug,205715.0
East,Jun,314837.0
West,Jan,393312.0
South,Apr,225937.0
Central,Dec,287285.0
West,Oct,365101.0
Central,Jun,255581.0
Central,Aug,292674.0
East,Oct,398104.0
West,Jun,352293.0
West,Jul,358047.0
West,Nov,362473.0
East,Dec,372825.0
South,Jun,209841.0
East,Jul,359360.0
East,May,355501.0
South,Oct,250378.0
Central,Jul,287954.0
Central,Jan,284349.0
East,Aug,322688.0
Central,Feb,278982.0
South,May,245126.0
West,May,353561.0
West,Feb,268927.0
