region,month_name,total_sales
South,Mar,195831.0
South,Jan,181142.0
East,Apr,302851.0
East,Nov,273923.0
Central,May,223192.0
East,Mar,281830.0
Central,Oct,207014.0
South,Nov,176420.0
Central,Apr,223734.0
South,Jul,124238.0
Central,Mar,248049.0
East,Jan,294277.0
West,Apr,309507.0
East,Sep,252244.0
South,Sep,175287.0
West,Aug,252990.0
Central,Nov,200847.0
South,Feb,172410.0
West,Mar,281682.0
South,Dec,192167.0
East,Feb,268788.0
West,Dec,354476.0
West,Sep,284639.0
Central,Sep,205163.0
South,Aug,170117.0
East,Jun,263435.0
West,Jan,315267.0
South,Apr,168075.0
Central,Dec,231365.0
West,Oct,288143.0
Central,Jun,210021.0
Central,Aug,236745.0
East,Oct,340088.0
West,Jun,292276.0
West,Jul,295539.0
West,Nov,290166.0
East,Dec,306840.0
South,Jun,160929.0
East,Jul,275794.0
East,May,291924.0
South,Oct,208063.0
Central,Jul,225852.0
Central,Jan,215736.0
East,Aug,264554.0
Central,Feb,229566.0
South,May,198658.0
West,May,282621.0
West,Feb,202052.0
