state,total_sales,total_customers
Alabama,43284.0,6
Arizona,246025.0,27
Arkansas,53913.0,3
California,1810897.0,212
Colorado,225041.0,32
Connecticut,70237.0,7
Delaware,68683.0,7
District of Columbia,5512.0,1
Florida,364261.0,45
Georgia,112125.0,15
Illinois,406214.0,48
Indiana,108454.0,12
Iowa,11887.0,2
Kansas,34823.0,3
Kentucky,243607.0,24
Louisiana,43455.0,7
Maryland,20461.0,2
Massachusetts,113998.0,13
Michigan,189100.0,22
Minnesota,157497.0,17
Mississippi,56221.0,6
Missouri,54659.0,9
Nebraska,520.0,1
Nevada,13024.0,5
New Hampshire,23468.0,4
New Jersey,155303.0,19
New York,929617.0,116
North Carolina,257045.0,36
Ohio,465414.0,64
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,482615.0,54
Rhode Island,48370.0,4
Tennessee,144143.0,18
Texas,900012.0,89
Utah,55675.0,9
Virginia,204407.0,27
Washington,392784.0,50
Wisconsin,48382.0,7
