category,month,total_sales,total_profit
Furniture,Sep,165118.0,27315.0
Furniture,Oct,155274.0,29075.0
Furniture,Mar,190200.0,35272.0
Office Supplies,Feb,428005.0,75178.0
Technology,Jul,155903.0,27595.0
Office Supplies,Dec,480499.0,83173.0
Furniture,Aug,150296.0,27009.0
Office Supplies,Jul,398044.0,73577.0
Office Supplies,Jun,377460.0,68419.0
Technology,Sep,122446.0,22098.0
Technology,Dec,178073.0,30914.0
Technology,Jun,173347.0,31783.0
Office Supplies,Jan,445324.0,78361.0
Technology,Aug,152244.0,26297.0
Technology,Oct,193310.0,31702.0
Technology,Jan,157854.0,29161.0
Office Supplies,Mar,449257.0,74506.0
Office Supplies,Aug,401410.0,71975.0
Office Supplies,Sep,391033.0,68083.0
Office Supplies,Oct,458585.0,79810.0
Furniture,Nov,149542.0,25098.0
Office Supplies,Nov,403370.0,67432.0
Technology,May,151647.0,25155.0
Furniture,Feb,123202.0,23304.0
Office Supplies,Apr,393057.0,68164.0
Furniture,Jan,146433.0,25588.0
Furniture,Jun,111841.0,19214.0
Technology,Nov,176007.0,30485.0
Technology,Mar,137852.0,23636.0
Technology,Feb,134248.0,22429.0
Furniture,Apr,156190.0,27415.0
Technology,Apr,176679.0,29646.0
Furniture,Dec,154350.0,27870.0
Office Supplies,May,444010.0,79348.0
Furniture,Jul,122893.0,21605.0
Furniture,May,147703.0,27782.0
