category,month,total_sales,total_profit
Furniture,Sep,223674.0,38072.0
Furniture,Oct,208888.0,38488.0
Furniture,Mar,254652.0,46757.0
Office Supplies,Feb,593350.0,105226.0
Technology,Jul,231356.0,39683.0
Office Supplies,Dec,658539.0,114116.0
Furniture,Aug,218072.0,39865.0
Office Supplies,Jul,604328.0,110095.0
Office Supplies,Jun,571545.0,104390.0
Technology,Sep,199670.0,36365.0
Technology,Dec,277128.0,49773.0
Technology,Jun,236841.0,43314.0
Office Supplies,Jan,675611.0,116778.0
Technology,Aug,212813.0,37434.0
Technology,Oct,260212.0,44467.0
Technology,Jan,219720.0,40059.0
Office Supplies,Mar,645348.0,108196.0
Office Supplies,Aug,585205.0,103001.0
Office Supplies,Sep,581806.0,103669.0
Office Supplies,Oct,655677.0,115695.0
Furniture,Nov,202598.0,34985.0
Office Supplies,Nov,588332.0,99866.0
Technology,May,212303.0,35920.0
Furniture,Feb,171686.0,32042.0
Office Supplies,Apr,618345.0,108057.0
Furniture,Jan,201465.0,35103.0
Furniture,Jun,199689.0,34485.0
Technology,Nov,248945.0,44743.0
Technology,Mar,189046.0,32556.0
Technology,Feb,198354.0,32586.0
Furniture,Apr,216660.0,38563.0
Technology,Apr,280312.0,48026.0
Furniture,Dec,249824.0,45861.0
Office Supplies,May,657092.0,117456.0
Furniture,Jul,189426.0,33570.0
Furniture,May,204095.0,37891.0
