state,total_sales,total_customers
Alabama,98107.0,74
Arizona,454157.0,200
Arkansas,62126.0,13
California,3031237.0,1353
Colorado,364780.0,161
Connecticut,107265.0,49
Delaware,119223.0,55
District of Columbia,7876.0,4
Florida,523534.0,210
Georgia,250750.0,147
Illinois,773394.0,346
Indiana,178332.0,84
Iowa,35294.0,28
Kansas,40053.0,8
Kentucky,381256.0,108
Louisiana,82629.0,50
Maryland,48208.0,25
Massachusetts,188013.0,88
Michigan,329375.0,128
Minnesota,270802.0,106
Mississippi,88202.0,44
Missouri,96891.0,52
Nebraska,9895.0,12
Nevada,29258.0,23
New Hampshire,32948.0,19
New Jersey,232944.0,90
New Mexico,17839.0,22
New York,1606664.0,716
North Carolina,461392.0,254
Ohio,713017.0,311
Oklahoma,67226.0,29
Oregon,56988.0,16
Pennsylvania,854777.0,414
Rhode Island,83494.0,34
South Dakota,19109.0,9
Tennessee,219577.0,99
Texas,1469299.0,633
Utah,109853.0,51
Virginia,291564.0,120
Washington,698695.0,328
Wisconsin,110723.0,62
