segment,month_name,total_sales,total_profit
Corporate,Oct,258041.0,45105.0
Home Office,Jul,133111.0,23707.0
Consumer,Jul,356019.0,64261.0
Corporate,Mar,230009.0,38904.0
Consumer,Nov,337004.0,57425.0
Home Office,Aug,126564.0,22105.0
Consumer,Aug,380784.0,69322.0
Corporate,Aug,219217.0,37907.0
Home Office,Apr,128393.0,22057.0
Consumer,Jun,340570.0,61246.0
Consumer,May,374231.0,66202.0
Home Office,Sep,112348.0,19757.0
Corporate,Jul,203903.0,37287.0
Corporate,Dec,271573.0,47714.0
Corporate,May,250610.0,44191.0
Corporate,Apr,247477.0,41709.0
Home Office,May,131068.0,24222.0
Home Office,Jan,137124.0,25545.0
Home Office,Jun,116488.0,21745.0
Consumer,Sep,374049.0,64092.0
Home Office,Mar,156919.0,24969.0
Consumer,Apr,365357.0,64009.0
Home Office,Nov,140591.0,24650.0
Home Office,Oct,163060.0,28620.0
Consumer,Dec,414031.0,73621.0
Corporate,Nov,265145.0,43538.0
Corporate,Sep,220578.0,39033.0
Corporate,Feb,237327.0,38939.0
Home Office,Feb,114544.0,20412.0
Consumer,Mar,411268.0,72998.0
Consumer,Oct,399238.0,69341.0
Corporate,Jan,271793.0,47002.0
Consumer,Jan,357061.0,63441.0
Corporate,Jun,216902.0,38182.0
Home Office,Dec,143213.0,23219.0
Consumer,Feb,343393.0,63431.0
