segment,month_name,total_sales,total_profit
Corporate,Oct,333870.0,58675.0
Home Office,Jul,206815.0,37879.0
Consumer,Jul,494749.0,87188.0
Corporate,Mar,294444.0,49784.0
Consumer,Nov,479409.0,82422.0
Home Office,Aug,180483.0,32515.0
Consumer,Aug,523925.0,94052.0
Corporate,Aug,288657.0,49746.0
Home Office,Apr,186311.0,32286.0
Consumer,Jun,493959.0,89044.0
Consumer,May,531713.0,94519.0
Home Office,Sep,161946.0,28403.0
Corporate,Jul,277839.0,50072.0
Corporate,Dec,367625.0,63560.0
Corporate,May,324685.0,57127.0
Corporate,Apr,320318.0,54825.0
Home Office,May,185469.0,33866.0
Home Office,Jan,190620.0,35396.0
Home Office,Jun,167576.0,31150.0
Consumer,Sep,518868.0,91346.0
Home Office,Mar,203329.0,33025.0
Consumer,Apr,573390.0,100978.0
Home Office,Nov,187591.0,32981.0
Home Office,Oct,200837.0,35302.0
Consumer,Dec,581956.0,105900.0
Corporate,Nov,346550.0,59074.0
Corporate,Sep,290857.0,51523.0
Corporate,Feb,305836.0,50199.0
Home Office,Feb,158745.0,28617.0
Consumer,Mar,565284.0,99955.0
Consumer,Oct,557076.0,99015.0
Corporate,Jan,378635.0,63569.0
Consumer,Jan,499713.0,87610.0
Corporate,Jun,317935.0,57566.0
Home Office,Dec,201794.0,34568.0
Consumer,Feb,478941.0,87485.0
