region,month_name,total_sales
South,Mar,255641.0
South,Jan,244441.0
East,Apr,399583.0
East,Nov,359631.0
Central,May,296461.0
East,Mar,375166.0
Central,Oct,296741.0
South,Nov,243353.0
Central,Apr,316255.0
South,Jul,182722.0
Central,Mar,333064.0
East,Jan,395690.0
West,Apr,415015.0
East,Sep,373294.0
South,Sep,221555.0
West,Aug,352679.0
Central,Nov,285943.0
South,Feb,230253.0
West,Mar,378946.0
South,Dec,259470.0
East,Feb,394454.0
West,Dec,467968.0
West,Sep,402854.0
Central,Sep,269432.0
South,Aug,225468.0
East,Jun,352553.0
West,Jan,434579.0
South,Apr,250468.0
Central,Dec,323403.0
West,Oct,403499.0
Central,Jun,295100.0
Central,Aug,314304.0
East,Oct,425532.0
West,Jun,387101.0
West,Jul,391756.0
West,Nov,394150.0
East,Dec,411998.0
South,Jun,238706.0
East,Jul,397328.0
East,May,380471.0
South,Oct,281927.0
Central,Jul,326774.0
Central,Jan,305204.0
East,Aug,353523.0
Central,Feb,313844.0
South,May,271424.0
West,May,395152.0
West,Feb,292930.0
