category,month,total_sales,total_profit
Furniture,Sep,183434.0,30632.0
Furniture,Oct,172730.0,32054.0
Furniture,Mar,209475.0,38496.0
Office Supplies,Feb,477597.0,84100.0
Technology,Jul,175375.0,30814.0
Office Supplies,Dec,540747.0,93889.0
Furniture,Aug,168680.0,30399.0
Office Supplies,Jul,482927.0,88918.0
Office Supplies,Jun,440927.0,81250.0
Technology,Sep,155259.0,27923.0
Technology,Dec,209613.0,37022.0
Technology,Jun,196982.0,35684.0
Office Supplies,Jan,527644.0,91261.0
Technology,Aug,174846.0,30440.0
Technology,Oct,218285.0,36401.0
Technology,Jan,178115.0,32645.0
Office Supplies,Mar,536992.0,90975.0
Office Supplies,Aug,468697.0,83709.0
Office Supplies,Sep,468958.0,83427.0
Office Supplies,Oct,526343.0,93202.0
Furniture,Nov,168785.0,28641.0
Office Supplies,Nov,460987.0,78499.0
Technology,May,171712.0,28797.0
Furniture,Feb,135761.0,25600.0
Office Supplies,Apr,470249.0,83352.0
Furniture,Jan,166706.0,28988.0
Furniture,Jun,158574.0,26339.0
Technology,Nov,197142.0,34376.0
Technology,Mar,158469.0,26858.0
Technology,Feb,153035.0,25918.0
Furniture,Apr,175895.0,30765.0
Technology,Apr,214031.0,36282.0
Furniture,Dec,173261.0,30932.0
Office Supplies,May,517097.0,91766.0
Furniture,Jul,140439.0,24678.0
Furniture,May,166195.0,30945.0
