segment,month_name,total_sales,total_profit
Corporate,Oct,247779.0,43070.0
Home Office,Jul,129407.0,23098.0
Consumer,Jul,333578.0,60215.0
Corporate,Mar,218102.0,36762.0
Consumer,Nov,324682.0,55486.0
Home Office,Aug,120548.0,20994.0
Consumer,Aug,367666.0,66755.0
Corporate,Aug,205799.0,36048.0
Home Office,Apr,123007.0,21168.0
Consumer,Jun,330677.0,59702.0
Consumer,May,361087.0,63758.0
Home Office,Sep,102104.0,17222.0
Corporate,Jul,196684.0,36075.0
Corporate,Dec,265257.0,46861.0
Corporate,May,237731.0,42154.0
Corporate,Apr,242118.0,40965.0
Home Office,May,129718.0,23912.0
Home Office,Jan,133181.0,24858.0
Home Office,Jun,106238.0,19724.0
Consumer,Sep,358081.0,61409.0
Home Office,Mar,150992.0,23854.0
Consumer,Apr,348113.0,61632.0
Home Office,Nov,137568.0,24086.0
Home Office,Oct,159286.0,28026.0
Consumer,Dec,400549.0,71071.0
Corporate,Nov,256626.0,41949.0
Corporate,Sep,199963.0,34917.0
Corporate,Feb,221151.0,37020.0
Home Office,Feb,112881.0,20139.0
Consumer,Mar,399210.0,71207.0
Consumer,Oct,386953.0,67321.0
Corporate,Jan,264190.0,45531.0
Consumer,Jan,344583.0,61411.0
Corporate,Jun,204793.0,36209.0
Home Office,Dec,138415.0,22566.0
Consumer,Feb,333131.0,61630.0
