region,month_name,total_sales
South,Mar,223569.0
South,Jan,211082.0
East,Apr,355109.0
East,Nov,311420.0
Central,May,261216.0
East,Mar,318266.0
Central,Oct,250181.0
South,Nov,218154.0
Central,Apr,266272.0
South,Jul,150835.0
Central,Mar,287624.0
East,Jan,331185.0
West,Apr,355859.0
East,Sep,304891.0
South,Sep,201276.0
West,Aug,303309.0
Central,Nov,236100.0
South,Feb,199329.0
West,Mar,340053.0
South,Dec,227825.0
East,Feb,324592.0
West,Dec,413217.0
West,Sep,344348.0
Central,Sep,235255.0
South,Aug,200664.0
East,Jun,297468.0
West,Jan,375561.0
South,Apr,219655.0
Central,Dec,272115.0
West,Oct,342150.0
Central,Jun,242851.0
Central,Aug,279800.0
East,Oct,377279.0
West,Jun,339701.0
West,Jul,344726.0
West,Nov,347434.0
East,Dec,360305.0
South,Jun,201129.0
East,Jul,334247.0
East,May,343491.0
South,Oct,243060.0
Central,Jul,274214.0
Central,Jan,260710.0
East,Aug,310049.0
Central,Feb,266235.0
South,May,235686.0
West,May,339661.0
West,Feb,251607.0
