segment,month_name,total_sales,total_profit
Corporate,Oct,344925.0,60387.0
Home Office,Jul,215858.0,39698.0
Consumer,Jul,519446.0,91291.0
Corporate,Mar,300813.0,51078.0
Consumer,Nov,489007.0,84107.0
Home Office,Aug,184712.0,33280.0
Consumer,Aug,533779.0,95621.0
Corporate,Aug,297599.0,51399.0
Home Office,Apr,194891.0,34166.0
Consumer,Jun,509407.0,91519.0
Consumer,May,545294.0,96685.0
Home Office,Sep,168101.0,29553.0
Corporate,Jul,289806.0,52359.0
Corporate,Dec,372738.0,64399.0
Corporate,May,330342.0,58129.0
Corporate,Apr,332914.0,57192.0
Home Office,May,197854.0,36453.0
Home Office,Jan,193194.0,35826.0
Home Office,Jun,173110.0,31874.0
Consumer,Sep,540616.0,95891.0
Home Office,Mar,207435.0,33751.0
Consumer,Apr,587512.0,103288.0
Home Office,Nov,192860.0,33930.0
Home Office,Oct,212032.0,37292.0
Consumer,Dec,602478.0,109135.0
Corporate,Nov,358008.0,61557.0
Corporate,Sep,296433.0,52662.0
Corporate,Feb,309321.0,50897.0
Home Office,Feb,162358.0,29258.0
Consumer,Mar,580798.0,102680.0
Consumer,Oct,567820.0,100971.0
Corporate,Jan,391913.0,66136.0
Consumer,Jan,511689.0,89978.0
Corporate,Jun,325558.0,58796.0
Home Office,Dec,210275.0,36216.0
Consumer,Feb,491711.0,89699.0
