category,month,total_sales,total_profit
Furniture,Sep,161947.0,26728.0
Furniture,Oct,153538.0,28813.0
Furniture,Mar,186242.0,34391.0
Office Supplies,Feb,411504.0,73420.0
Technology,Jul,151995.0,26841.0
Office Supplies,Dec,473749.0,82161.0
Furniture,Aug,147230.0,26614.0
Office Supplies,Jul,382868.0,70593.0
Office Supplies,Jun,360889.0,65221.0
Technology,Sep,120169.0,21686.0
Technology,Dec,174864.0,30403.0
Technology,Jun,169022.0,31061.0
Office Supplies,Jan,438282.0,77138.0
Technology,Aug,145694.0,25249.0
Technology,Oct,188281.0,30792.0
Technology,Jan,156238.0,28832.0
Office Supplies,Mar,442334.0,73276.0
Office Supplies,Aug,394858.0,70803.0
Office Supplies,Sep,372377.0,64100.0
Office Supplies,Oct,449134.0,78198.0
Furniture,Nov,146968.0,24695.0
Office Supplies,Nov,397535.0,66547.0
Technology,May,147451.0,24553.0
Furniture,Feb,120903.0,22940.0
Office Supplies,Apr,377591.0,66449.0
Furniture,Jan,143246.0,24967.0
Furniture,Jun,109842.0,18956.0
Technology,Nov,172166.0,29941.0
Technology,Mar,134822.0,23182.0
Technology,Feb,132651.0,22127.0
Furniture,Apr,154839.0,27280.0
Technology,Apr,167233.0,28738.0
Furniture,Dec,142543.0,25336.0
Office Supplies,May,435780.0,77903.0
Furniture,Jul,119862.0,21225.0
Furniture,May,139356.0,26438.0
