category,month,total_sales,total_profit
Furniture,Sep,180638.0,30036.0
Furniture,Oct,171966.0,31967.0
Furniture,Mar,207823.0,38154.0
Office Supplies,Feb,474716.0,83530.0
Technology,Jul,173732.0,30426.0
Office Supplies,Dec,536631.0,93353.0
Furniture,Aug,167102.0,30041.0
Office Supplies,Jul,471144.0,87051.0
Office Supplies,Jun,436758.0,80483.0
Technology,Sep,152306.0,27388.0
Technology,Dec,208311.0,36756.0
Technology,Jun,195600.0,35450.0
Office Supplies,Jan,509538.0,88178.0
Technology,Aug,172529.0,30005.0
Technology,Oct,215506.0,36020.0
Technology,Jan,177276.0,32460.0
Office Supplies,Mar,533103.0,90202.0
Office Supplies,Aug,463908.0,82876.0
Office Supplies,Sep,465432.0,82973.0
Office Supplies,Oct,520769.0,92420.0
Furniture,Nov,168210.0,28515.0
Office Supplies,Nov,446181.0,75155.0
Technology,May,169939.0,28403.0
Furniture,Feb,135031.0,25494.0
Office Supplies,Apr,464117.0,82106.0
Furniture,Jan,165407.0,28761.0
Furniture,Jun,155854.0,25931.0
Technology,Nov,194499.0,33869.0
Technology,Mar,156751.0,26523.0
Technology,Feb,150704.0,25545.0
Furniture,Apr,173347.0,30324.0
Technology,Apr,211963.0,35990.0
Furniture,Dec,172360.0,30799.0
Office Supplies,May,511944.0,91044.0
Furniture,Jul,139470.0,24480.0
Furniture,May,164837.0,30638.0
