state,total_sales,total_customers
Alabama,98107.0,74
Arizona,450123.0,196
Arkansas,62126.0,13
California,2977296.0,1319
Colorado,360624.0,158
Connecticut,105950.0,48
Delaware,119223.0,55
District of Columbia,7876.0,4
Florida,520294.0,205
Georgia,248462.0,144
Illinois,768694.0,341
Indiana,175938.0,80
Iowa,35294.0,28
Kansas,40053.0,8
Kentucky,361970.0,100
Louisiana,81802.0,49
Maryland,48208.0,25
Massachusetts,187097.0,86
Michigan,317397.0,126
Minnesota,270130.0,105
Mississippi,88202.0,44
Missouri,96233.0,51
Nebraska,9373.0,11
Nevada,29258.0,23
New Hampshire,32948.0,19
New Jersey,232944.0,90
New Mexico,17839.0,22
New York,1569027.0,693
North Carolina,457582.0,249
Ohio,706995.0,306
Oklahoma,66665.0,28
Oregon,55702.0,15
Pennsylvania,843529.0,406
Rhode Island,81687.0,33
South Dakota,19109.0,9
Tennessee,216729.0,96
Texas,1463606.0,624
Utah,103558.0,47
Virginia,291564.0,120
Washington,694666.0,322
Wisconsin,110723.0,62
