segment,month_name,total_sales,total_profit
Corporate,Oct,431648.0,74361.0
Home Office,Jul,271596.0,49121.0
Consumer,Jul,647145.0,112651.0
Corporate,Mar,353852.0,59110.0
Consumer,Nov,620044.0,107091.0
Home Office,Aug,212372.0,38304.0
Consumer,Aug,644733.0,114955.0
Corporate,Aug,353283.0,60969.0
Home Office,Apr,232648.0,40814.0
Consumer,Jun,643889.0,114814.0
Consumer,May,678891.0,119978.0
Home Office,Sep,214454.0,38154.0
Corporate,Jul,350587.0,61807.0
Corporate,Dec,445345.0,77285.0
Corporate,May,383085.0,68299.0
Corporate,Apr,416747.0,71106.0
Home Office,May,234340.0,42966.0
Home Office,Jan,226760.0,41544.0
Home Office,Jun,212785.0,38603.0
Consumer,Sep,635412.0,112535.0
Home Office,Mar,253424.0,42647.0
Consumer,Apr,688825.0,121629.0
Home Office,Nov,228068.0,40208.0
Home Office,Oct,250091.0,44182.0
Consumer,Dec,726710.0,131826.0
Corporate,Nov,406150.0,70258.0
Corporate,Sep,369996.0,64722.0
Corporate,Feb,396040.0,68079.0
Home Office,Feb,201667.0,36632.0
Consumer,Mar,706818.0,125828.0
Consumer,Oct,682407.0,118932.0
Corporate,Jan,483275.0,83634.0
Consumer,Jan,623859.0,108295.0
Corporate,Jun,383729.0,68933.0
Home Office,Dec,244062.0,42054.0
Consumer,Feb,595364.0,106630.0
