category,month,total_sales,total_profit
Furniture,Sep,202868.0,34261.0
Furniture,Oct,194923.0,35744.0
Furniture,Mar,238532.0,43513.0
Office Supplies,Feb,541177.0,95193.0
Technology,Jul,201787.0,35234.0
Office Supplies,Dec,605319.0,105256.0
Furniture,Aug,195409.0,35368.0
Office Supplies,Jul,545197.0,99618.0
Office Supplies,Jun,525730.0,96193.0
Technology,Sep,183460.0,33347.0
Technology,Dec,262713.0,47032.0
Technology,Jun,215880.0,39574.0
Office Supplies,Jan,617777.0,106625.0
Technology,Aug,197759.0,34458.0
Technology,Oct,243299.0,41649.0
Technology,Jan,204779.0,37181.0
Office Supplies,Mar,591740.0,99603.0
Office Supplies,Aug,531238.0,93765.0
Office Supplies,Sep,531005.0,94072.0
Office Supplies,Oct,605086.0,106969.0
Furniture,Nov,185394.0,31672.0
Office Supplies,Nov,528801.0,90976.0
Technology,May,196601.0,32895.0
Furniture,Feb,158183.0,29492.0
Office Supplies,Apr,542551.0,95703.0
Furniture,Jan,183866.0,31888.0
Furniture,Jun,185051.0,31872.0
Technology,Nov,227161.0,40119.0
Technology,Mar,177120.0,30165.0
Technology,Feb,173456.0,29328.0
Furniture,Apr,207117.0,37055.0
Technology,Apr,254499.0,43165.0
Furniture,Dec,216816.0,40611.0
Office Supplies,May,609600.0,109985.0
Furniture,Jul,174439.0,31135.0
Furniture,May,190194.0,35140.0
