category,month,total_sales,total_profit
Furniture,Sep,267205.0,46258.0
Furniture,Oct,255694.0,45730.0
Furniture,Mar,291463.0,53543.0
Office Supplies,Feb,706210.0,126039.0
Technology,Jul,282497.0,48317.0
Office Supplies,Dec,783137.0,135533.0
Furniture,Aug,250057.0,45150.0
Office Supplies,Jul,710933.0,128894.0
Office Supplies,Jun,687592.0,124620.0
Technology,Sep,239601.0,42950.0
Technology,Dec,327734.0,59568.0
Technology,Jun,276175.0,50486.0
Office Supplies,Jan,786580.0,136514.0
Technology,Aug,250109.0,44176.0
Technology,Oct,309839.0,52552.0
Technology,Jan,274637.0,48592.0
Office Supplies,Mar,769757.0,129691.0
Office Supplies,Aug,687410.0,120731.0
Office Supplies,Sep,693619.0,122675.0
Office Supplies,Oct,762204.0,133645.0
Furniture,Nov,236714.0,40795.0
Office Supplies,Nov,710225.0,121041.0
Technology,May,248580.0,42659.0
Furniture,Feb,234544.0,43867.0
Office Supplies,Apr,720661.0,126437.0
Furniture,Jan,242998.0,42491.0
Furniture,Jun,230889.0,39933.0
Technology,Nov,283139.0,50932.0
Technology,Mar,227980.0,39533.0
Technology,Feb,231080.0,37803.0
Furniture,Apr,266324.0,47056.0
Technology,Apr,329446.0,56281.0
Furniture,Dec,284472.0,51868.0
Office Supplies,May,784093.0,140281.0
Furniture,Jul,239145.0,41104.0
Furniture,May,244310.0,45021.0
