state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,99,1
Alabama,Binders,71,2
Alabama,Furnishings,48,3
Alabama,Accessories,35,4
Alabama,Chairs,31,5
Alabama,Storage,23,6
Alabama,Art,18,7
Alabama,Phones,16,8
Alabama,Tables,16,8
Alabama,Appliances,15,10
Alabama,Envelopes,15,10
Alabama,Bookcases,13,12
Alabama,Labels,13,12
Alabama,Fasteners,9,14
Alabama,Supplies,3,15
Arizona,Paper,344,1
Arizona,Binders,289,2
Arizona,Furnishings,278,3
Arizona,Phones,261,4
Arizona,Art,229,5
Arizona,Accessories,179,6
Arizona,Storage,174,7
Arizona,Labels,134,8
Arizona,Appliances,127,9
Arizona,Chairs,122,10
Arizona,Envelopes,86,11
Arizona,Bookcases,77,12
Arizona,Tables,68,13
Arizona,Machines,68,13
Arizona,Fasteners,41,15
Arizona,Supplies,37,16
Arizona,Copiers,19,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Chairs,13,10
Arkansas,Accessories,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2400,1
California,Binders,1944,2
California,Phones,1754,3
California,Furnishings,1638,4
California,Art,1632,5
California,Accessories,1405,6
California,Storage,1213,7
California,Appliances,1005,8
California,Chairs,842,9
California,Labels,696,10
California,Machines,689,11
California,Tables,549,12
California,Envelopes,541,13
California,Bookcases,525,14
California,Supplies,408,15
California,Fasteners,350,16
California,Copiers,117,17
Colorado,Binders,313,1
Colorado,Paper,308,2
Colorado,Phones,227,3
Colorado,Furnishings,216,4
Colorado,Art,178,5
Colorado,Storage,163,6
Colorado,Accessories,144,7
Colorado,Appliances,108,8
Colorado,Chairs,102,9
Colorado,Machines,94,10
Colorado,Labels,83,11
Colorado,Bookcases,82,12
Colorado,Envelopes,80,13
Colorado,Tables,74,14
Colorado,Supplies,62,15
Colorado,Fasteners,42,16
Colorado,Copiers,10,17
Connecticut,Phones,76,1
Connecticut,Paper,63,2
Connecticut,Accessories,62,3
Connecticut,Binders,60,4
Connecticut,Furnishings,59,5
Connecticut,Art,53,6
Connecticut,Appliances,45,7
Connecticut,Labels,44,8
Connecticut,Storage,42,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Supplies,8,15
Connecticut,Envelopes,8,15
Connecticut,Copiers,2,17
Delaware,Storage,107,1
Delaware,Paper,93,2
Delaware,Furnishings,85,3
Delaware,Accessories,65,4
Delaware,Phones,56,5
Delaware,Appliances,50,6
Delaware,Chairs,45,7
Delaware,Binders,45,7
Delaware,Machines,38,9
Delaware,Art,36,10
Delaware,Supplies,22,11
Delaware,Envelopes,22,11
Delaware,Labels,21,13
Delaware,Bookcases,18,14
Delaware,Fasteners,12,15
Delaware,Tables,9,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Furnishings,7,4
District of Columbia,Art,7,4
District of Columbia,Fasteners,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,499,1
Florida,Binders,435,2
Florida,Art,351,3
Florida,Phones,325,4
Florida,Furnishings,311,5
Florida,Accessories,301,6
Florida,Storage,230,7
Florida,Appliances,176,8
Florida,Chairs,171,9
Florida,Labels,155,10
Florida,Tables,126,11
Florida,Machines,112,12
Florida,Fasteners,98,13
Florida,Envelopes,89,14
Florida,Supplies,75,15
Florida,Bookcases,57,16
Florida,Copiers,11,17
Georgia,Phones,182,1
Georgia,Paper,154,2
Georgia,Binders,145,3
Georgia,Furnishings,118,4
Georgia,Art,101,5
Georgia,Appliances,62,6
Georgia,Accessories,59,7
Georgia,Storage,56,8
Georgia,Chairs,55,9
Georgia,Tables,55,9
Georgia,Machines,45,11
Georgia,Bookcases,39,12
Georgia,Labels,30,13
Georgia,Envelopes,21,14
Georgia,Supplies,19,15
Georgia,Fasteners,14,16
Georgia,Copiers,5,17
Illinois,Paper,564,1
Illinois,Binders,461,2
Illinois,Furnishings,447,3
Illinois,Phones,416,4
Illinois,Accessories,295,5
Illinois,Chairs,246,6
Illinois,Art,242,7
Illinois,Storage,242,7
Illinois,Appliances,212,9
Illinois,Machines,168,10
Illinois,Labels,148,11
Illinois,Bookcases,118,12
Illinois,Tables,112,13
Illinois,Envelopes,106,14
Illinois,Supplies,89,15
Illinois,Fasteners,82,16
Illinois,Copiers,20,17
Indiana,Paper,124,1
Indiana,Binders,105,2
Indiana,Accessories,104,3
Indiana,Phones,96,4
Indiana,Furnishings,74,5
Indiana,Art,71,6
Indiana,Storage,66,7
Indiana,Labels,45,8
Indiana,Appliances,42,9
Indiana,Chairs,39,10
Indiana,Bookcases,31,11
Indiana,Machines,29,12
Indiana,Supplies,23,13
Indiana,Envelopes,23,13
Indiana,Tables,15,15
Indiana,Fasteners,11,16
Indiana,Copiers,3,17
Iowa,Chairs,30,1
Iowa,Accessories,27,2
Iowa,Paper,26,3
Iowa,Phones,26,3
Iowa,Machines,17,5
Iowa,Binders,15,6
Iowa,Art,11,7
Iowa,Storage,10,8
Iowa,Appliances,7,9
Iowa,Furnishings,7,9
Iowa,Supplies,3,11
Iowa,Labels,3,11
Iowa,Fasteners,3,11
Iowa,Envelopes,2,14
Iowa,Tables,1,15
Kansas,Paper,76,1
Kansas,Art,59,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Fasteners,23,5
Kansas,Accessories,20,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,10,10
Kansas,Storage,9,11
Kansas,Supplies,9,11
Kansas,Appliances,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,293,1
Kentucky,Phones,202,2
Kentucky,Binders,200,3
Kentucky,Art,171,4
Kentucky,Furnishings,164,5
Kentucky,Appliances,142,6
Kentucky,Storage,135,7
Kentucky,Accessories,122,8
Kentucky,Chairs,106,9
Kentucky,Labels,63,10
Kentucky,Envelopes,60,11
Kentucky,Fasteners,59,12
Kentucky,Bookcases,54,13
Kentucky,Machines,54,13
Kentucky,Tables,34,15
Kentucky,Supplies,33,16
Kentucky,Copiers,12,17
Louisiana,Art,83,1
Louisiana,Binders,81,2
Louisiana,Paper,52,3
Louisiana,Storage,42,4
Louisiana,Phones,38,5
Louisiana,Chairs,38,5
Louisiana,Furnishings,34,7
Louisiana,Accessories,34,7
