state,total_sales,total_customers
Alabama,85285.0,57
Arizona,386320.0,146
Arkansas,58497.0,8
California,2669680.0,1001
Colorado,328974.0,125
Connecticut,91837.0,36
Delaware,105529.0,38
District of Columbia,7388.0,3
Florida,481299.0,160
Georgia,224339.0,122
Illinois,641875.0,260
Indiana,164244.0,66
Iowa,32736.0,22
Kansas,39692.0,7
Kentucky,312913.0,73
Louisiana,73910.0,41
Maryland,45959.0,22
Massachusetts,174271.0,71
Michigan,284451.0,101
Minnesota,230367.0,68
Mississippi,79782.0,34
Missouri,86962.0,41
Nebraska,8416.0,10
Nevada,25491.0,18
New Hampshire,28674.0,14
New Jersey,218958.0,77
New Mexico,14614.0,17
New York,1357737.0,516
North Carolina,412802.0,200
Ohio,643086.0,242
Oklahoma,57811.0,21
Oregon,54549.0,14
Pennsylvania,749125.0,301
Rhode Island,66423.0,23
South Dakota,15178.0,6
Tennessee,203621.0,76
Texas,1319663.0,486
Utah,95049.0,36
Virginia,270742.0,96
Washington,620352.0,244
Wisconsin,101997.0,51
