region,month_name,total_sales
South,Mar,255071.0
South,Jan,243480.0
East,Apr,399138.0
East,Nov,359315.0
Central,May,295971.0
East,Mar,374773.0
Central,Oct,295989.0
South,Nov,242828.0
Central,Apr,316255.0
South,Jul,182238.0
Central,Mar,332528.0
East,Jan,395690.0
West,Apr,415015.0
East,Sep,370945.0
South,Sep,220690.0
West,Aug,349845.0
Central,Nov,277255.0
South,Feb,230253.0
West,Mar,378579.0
South,Dec,259062.0
East,Feb,394454.0
West,Dec,467489.0
West,Sep,402304.0
Central,Sep,269432.0
South,Aug,223433.0
East,Jun,350472.0
West,Jan,433603.0
South,Apr,249852.0
Central,Dec,323125.0
West,Oct,403071.0
Central,Jun,294881.0
Central,Aug,314110.0
East,Oct,425364.0
West,Jun,387101.0
West,Jul,391551.0
West,Nov,393825.0
East,Dec,411615.0
South,Jun,237885.0
East,Jul,396150.0
East,May,380139.0
South,Oct,281665.0
Central,Jul,326529.0
Central,Jan,304799.0
East,Aug,353523.0
Central,Feb,313844.0
South,May,270368.0
West,May,394023.0
West,Feb,292930.0
