category,month,total_sales,total_profit
Furniture,Sep,194778.0,32617.0
Furniture,Oct,185396.0,34252.0
Furniture,Mar,221707.0,40694.0
Office Supplies,Feb,526099.0,92591.0
Technology,Jul,192772.0,33863.0
Office Supplies,Dec,584877.0,101711.0
Furniture,Aug,180023.0,32488.0
Office Supplies,Jul,524246.0,96466.0
Office Supplies,Jun,501258.0,92163.0
Technology,Sep,176457.0,32214.0
Technology,Dec,236502.0,41226.0
Technology,Jun,208892.0,38122.0
Office Supplies,Jan,583003.0,100602.0
Technology,Aug,193847.0,33927.0
Technology,Oct,238230.0,40888.0
Technology,Jan,195734.0,35663.0
Office Supplies,Mar,561325.0,94987.0
Office Supplies,Aug,509184.0,90039.0
Office Supplies,Sep,508573.0,90000.0
Office Supplies,Oct,566552.0,100487.0
Furniture,Nov,176317.0,29832.0
Office Supplies,Nov,510902.0,87838.0
Technology,May,186087.0,31012.0
Furniture,Feb,149983.0,27961.0
Office Supplies,Apr,512702.0,90773.0
Furniture,Jan,177940.0,30942.0
Furniture,Jun,182271.0,31361.0
Technology,Nov,211260.0,36851.0
Technology,Mar,171841.0,29200.0
Technology,Feb,165702.0,28033.0
Furniture,Apr,198162.0,35394.0
Technology,Apr,239919.0,40656.0
Furniture,Dec,190419.0,34345.0
Office Supplies,May,574632.0,103118.0
Furniture,Jul,161974.0,28643.0
Furniture,May,180580.0,33550.0
