segment,month_name,total_sales,total_profit
Corporate,Oct,265609.0,46285.0
Home Office,Jul,141166.0,25440.0
Consumer,Jul,376269.0,68078.0
Corporate,Mar,245753.0,41671.0
Consumer,Nov,351732.0,60261.0
Home Office,Aug,129986.0,22646.0
Consumer,Aug,395453.0,72050.0
Corporate,Aug,229946.0,39954.0
Home Office,Apr,130020.0,22413.0
Consumer,Jun,368941.0,65745.0
Consumer,May,401624.0,71125.0
Home Office,Sep,117050.0,20953.0
Corporate,Jul,211371.0,38533.0
Corporate,Dec,278972.0,48986.0
Corporate,May,259023.0,45688.0
Corporate,Apr,256270.0,43324.0
Home Office,May,134907.0,24771.0
Home Office,Jan,140054.0,25977.0
Home Office,Jun,120481.0,22493.0
Consumer,Sep,395513.0,68917.0
Home Office,Mar,160726.0,25618.0
Consumer,Apr,411438.0,73225.0
Home Office,Nov,142847.0,25029.0
Home Office,Oct,166407.0,29142.0
Consumer,Dec,425659.0,75464.0
Corporate,Nov,271887.0,44664.0
Corporate,Sep,230247.0,40689.0
Corporate,Feb,242775.0,39998.0
Home Office,Feb,122474.0,21930.0
Consumer,Mar,434154.0,77525.0
Consumer,Oct,435139.0,77479.0
Corporate,Jan,290910.0,48763.0
Consumer,Jan,374468.0,66462.0
Corporate,Jun,223494.0,39285.0
Home Office,Dec,149152.0,24237.0
Consumer,Feb,353647.0,65201.0
