state,total_sales,total_customers
Alabama,106226.0,84
Arizona,468325.0,216
Arkansas,62126.0,13
California,3196630.0,1512
Colorado,379134.0,179
Connecticut,111773.0,54
Delaware,122581.0,60
District of Columbia,8653.0,5
Florida,543028.0,232
Georgia,262274.0,160
Illinois,803682.0,381
Indiana,187909.0,95
Iowa,40955.0,33
Kansas,40053.0,8
Kentucky,387075.0,116
Louisiana,89643.0,57
Maryland,50032.0,27
Massachusetts,199761.0,98
Michigan,348141.0,139
Minnesota,285548.0,122
Mississippi,88460.0,45
Missouri,100877.0,57
Nebraska,10644.0,13
Nevada,29258.0,23
New Hampshire,34781.0,21
New Jersey,240507.0,101
New Mexico,22652.0,29
New York,1685359.0,801
North Carolina,483000.0,269
Ohio,763724.0,346
Oklahoma,68446.0,30
Oregon,60075.0,20
Pennsylvania,911900.0,457
Rhode Island,85615.0,36
South Dakota,19109.0,9
Tennessee,232057.0,112
Texas,1545774.0,699
Utah,123164.0,55
Virginia,306137.0,137
Washington,730341.0,362
Wisconsin,116852.0,70
