state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,117,1
Alabama,Binders,76,2
Alabama,Furnishings,53,3
Alabama,Storage,38,4
Alabama,Accessories,35,5
Alabama,Art,35,5
Alabama,Phones,33,7
Alabama,Chairs,31,8
Alabama,Appliances,28,9
Alabama,Envelopes,25,10
Alabama,Tables,18,11
Alabama,Bookcases,16,12
Alabama,Labels,16,12
Alabama,Fasteners,11,14
Alabama,Copiers,8,15
Alabama,Supplies,3,16
Arizona,Paper,362,1
Arizona,Binders,327,2
Arizona,Furnishings,310,3
Arizona,Phones,292,4
Arizona,Art,251,5
Arizona,Accessories,213,6
Arizona,Storage,209,7
Arizona,Appliances,145,8
Arizona,Labels,144,9
Arizona,Chairs,138,10
Arizona,Envelopes,95,11
Arizona,Bookcases,91,12
Arizona,Machines,90,13
Arizona,Tables,89,14
Arizona,Fasteners,44,15
Arizona,Supplies,44,15
Arizona,Copiers,23,17
Arkansas,Furnishings,53,1
Arkansas,Art,50,2
Arkansas,Phones,48,3
Arkansas,Paper,44,4
Arkansas,Binders,38,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Accessories,16,9
Arkansas,Chairs,13,11
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2670,1
California,Binders,2150,2
California,Phones,1940,3
California,Furnishings,1822,4
California,Art,1784,5
California,Accessories,1525,6
California,Storage,1379,7
California,Appliances,1130,8
California,Chairs,921,9
California,Machines,769,10
California,Labels,737,11
California,Envelopes,604,12
California,Tables,591,13
California,Bookcases,571,14
California,Supplies,434,15
California,Fasteners,373,16
California,Copiers,121,17
Colorado,Binders,352,1
Colorado,Paper,340,2
Colorado,Furnishings,254,3
Colorado,Phones,251,4
Colorado,Art,201,5
Colorado,Storage,195,6
Colorado,Accessories,152,7
Colorado,Appliances,119,8
Colorado,Machines,110,9
Colorado,Chairs,103,10
Colorado,Labels,83,11
Colorado,Bookcases,82,12
Colorado,Envelopes,82,12
Colorado,Tables,78,14
Colorado,Supplies,68,15
Colorado,Fasteners,44,16
Colorado,Copiers,10,17
Connecticut,Phones,79,1
Connecticut,Furnishings,78,2
Connecticut,Binders,75,3
Connecticut,Paper,63,4
Connecticut,Accessories,62,5
Connecticut,Art,53,6
Connecticut,Storage,46,7
Connecticut,Appliances,45,8
Connecticut,Labels,44,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Envelopes,8,15
Connecticut,Supplies,8,15
Connecticut,Copiers,2,17
Delaware,Storage,121,1
Delaware,Paper,96,2
Delaware,Furnishings,90,3
Delaware,Accessories,78,4
Delaware,Phones,60,5
Delaware,Appliances,50,6
Delaware,Machines,47,7
Delaware,Binders,47,7
Delaware,Chairs,45,9
Delaware,Art,42,10
Delaware,Supplies,28,11
Delaware,Labels,23,12
Delaware,Envelopes,22,13
Delaware,Bookcases,20,14
Delaware,Fasteners,12,15
Delaware,Tables,9,16
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Fasteners,7,4
District of Columbia,Art,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Accessories,2,10
District of Columbia,Appliances,2,10
Florida,Paper,555,1
Florida,Binders,453,2
Florida,Art,384,3
Florida,Phones,369,4
Florida,Furnishings,348,5
Florida,Accessories,318,6
Florida,Storage,258,7
Florida,Appliances,188,8
Florida,Chairs,177,9
Florida,Labels,164,10
Florida,Tables,131,11
Florida,Machines,121,12
Florida,Fasteners,101,13
Florida,Envelopes,89,14
Florida,Supplies,75,15
Florida,Bookcases,61,16
Florida,Copiers,15,17
Georgia,Binders,201,1
Georgia,Phones,197,2
Georgia,Paper,189,3
Georgia,Art,133,4
Georgia,Furnishings,128,5
Georgia,Appliances,98,6
Georgia,Storage,79,7
